Date,Open,High,Low,Close,Adj Close,Volume
2024-03-27,3608.267822265625,3706.39990234375,3727.199951171875,3670.10009765625,3683.0,2387693
2024-03-28,3664.245361328125,3763.89990234375,3813.35009765625,3697.550048828125,3706.550048828125,4278668
2024-04-01,3736.383544921875,3838.0,3851.85009765625,3780.85009765625,3780.85009765625,1905190
2024-04-02,3706.59375,3807.39990234375,3860.0,3771.25,3849.800048828125,3608162
2024-04-03,3682.304443359375,3782.449951171875,3799.699951171875,3770.14990234375,3799.699951171875,1684618
2024-04-04,3697.296630859375,3797.85009765625,3819.75,3731.050048828125,3804.89990234375,2339529
2024-04-05,3643.996337890625,3743.10009765625,3790.0,3716.25,3770.10009765625,1645597
2024-04-08,3707.031982421875,3807.85009765625,3819.800048828125,3743.10009765625,3745.0,1083395
2024-04-09,3685.0302734375,3785.25,3827.949951171875,3775.0,3820.0,1997057
2024-04-10,3653.82861328125,3753.199951171875,3800.0,3750.10009765625,3800.0,1951581
2024-04-12,3581.8369140625,3679.25,3802.10009765625,3663.5,3749.949951171875,3437544
2024-04-15,3505.4638671875,3600.800048828125,3679.85009765625,3586.199951171875,3626.050048828125,1719910
2024-04-16,3449.632080078125,3543.449951171875,3598.14990234375,3529.449951171875,3580.050048828125,2291042
2024-04-18,3456.93359375,3550.949951171875,3617.64990234375,3539.699951171875,3561.949951171875,3273257
2024-04-19,3425.19677734375,3518.35009765625,3542.89990234375,3472.39990234375,3525.0,2759031
2024-04-22,3517.048828125,3612.699951171875,3620.0,3540.949951171875,3568.75,2605754
2024-04-23,3514.56591796875,3610.14990234375,3632.75,3588.0,3632.75,1434580
2024-04-24,3538.6123046875,3634.85009765625,3654.949951171875,3601.10009765625,3616.550048828125,1501234
2024-04-25,3555.600341796875,3652.300048828125,3666.0,3611.60009765625,3616.10009765625,2420380
2024-04-26,3509.747314453125,3605.199951171875,3660.89990234375,3585.0,3652.0,1973113
2024-04-29,3538.076904296875,3634.300048828125,3649.89990234375,3605.199951171875,3606.10009765625,1396979
2024-04-30,3499.135986328125,3594.300048828125,3648.949951171875,3584.050048828125,3639.0,1571996
2024-05-02,3504.1982421875,3599.5,3634.14990234375,3576.050048828125,3590.050048828125,3748847
2024-05-03,3407.137939453125,3499.800048828125,3622.0,3488.449951171875,3610.0,4079696
2024-05-06,3371.6044921875,3463.300048828125,3527.0,3441.10009765625,3522.800048828125,2614667
2024-05-07,3336.99560546875,3427.75,3496.0,3425.0,3479.39990234375,3376013
2024-05-08,3394.531005859375,3486.85009765625,3497.39990234375,3367.800048828125,3429.0,4116670
2024-05-09,3188.727783203125,3275.449951171875,3377.0,3266.64990234375,3312.75,12120574
2024-05-10,3184.833740234375,3271.449951171875,3306.14990234375,3234.60009765625,3281.60009765625,4132191
2024-05-13,3206.640625,3293.85009765625,3315.0,3225.199951171875,3267.050048828125,3557067
2024-05-14,3289.974365234375,3379.449951171875,3384.89990234375,3293.39990234375,3300.0,2870328
2024-05-15,3320.98095703125,3411.300048828125,3417.39990234375,3353.14990234375,3390.0,2718682
2024-05-16,3368.975830078125,3460.60009765625,3468.5,3378.699951171875,3428.949951171875,3398714
2024-05-17,3359.386474609375,3450.75,3475.949951171875,3412.14990234375,3475.949951171875,2676919
2024-05-21,3349.845947265625,3440.949951171875,3470.300048828125,3434.0,3458.0,2100848
2024-05-22,3369.21923828125,3460.85009765625,3472.699951171875,3435.050048828125,3450.050048828125,1409992
2024-05-23,3490.471435546875,3585.39990234375,3601.64990234375,3455.0,3460.89990234375,4525637
2024-05-24,3529.899169921875,3625.89990234375,3659.0,3582.300048828125,3586.0,2740360
2024-05-27,3555.30810546875,3652.0,3695.0,3600.0,3644.89990234375,2570708
2024-05-28,3561.34375,3658.199951171875,3685.25,3646.050048828125,3652.0,1440187
2024-05-29,3538.563720703125,3634.800048828125,3661.85009765625,3610.35009765625,3611.0,1506146
2024-05-30,3538.466064453125,3634.699951171875,3643.949951171875,3607.75,3626.050048828125,2701849
2024-05-31,3572.150390625,3669.300048828125,3744.800048828125,3636.39990234375,3636.39990234375,6432341
2024-06-03,3793.967529296875,3897.14990234375,3919.89990234375,3801.10009765625,3855.39990234375,5767666
2024-06-04,3313.095458984375,3403.199951171875,3898.0,3320.0,3852.0,9920882
2024-06-05,3318.741943359375,3409.0,3441.5,3175.050048828125,3441.5,10372458
2024-06-06,3390.3447265625,3482.550048828125,3538.199951171875,3385.300048828125,3438.0,8374602
2024-06-07,3438.97216796875,3532.5,3548.0,3446.0,3465.050048828125,5879660
2024-06-10,3449.92431640625,3543.75,3585.0,3521.050048828125,3521.050048828125,3151257
2024-06-11,3503.419189453125,3598.699951171875,3639.0,3551.199951171875,3570.0,2548176
2024-06-12,3534.182861328125,3630.300048828125,3648.949951171875,3578.0,3615.0,2242274
2024-06-13,3605.59033203125,3703.64990234375,3715.89990234375,3635.0,3665.5,2965500
2024-06-14,3590.16064453125,3687.800048828125,3720.0,3675.0,3718.0,1746508
2024-06-18,3591.5234375,3689.199951171875,3710.0,3675.0,3708.0,1936792
2024-06-19,3494.901123046875,3589.949951171875,3699.0,3575.0,3690.0,2936151
2024-06-20,3526.7890625,3594.449951171875,3613.300048828125,3564.60009765625,3584.949951171875,2618715
2024-06-21,3468.45849609375,3535.0,3610.0,3516.0,3604.050048828125,4508508
2024-06-24,3465.12255859375,3531.60009765625,3567.0,3505.0,3520.35009765625,2330559
2024-06-25,3520.2646484375,3587.800048828125,3591.949951171875,3528.0,3556.5,2158039
2024-06-26,3535.12939453125,3602.949951171875,3624.89990234375,3592.25,3601.0,2480187
2024-06-27,3497.304931640625,3564.39990234375,3601.300048828125,3550.0,3597.449951171875,5519875
2024-06-28,3481.6552734375,3548.449951171875,3575.949951171875,3538.10009765625,3540.0,3141514
2024-07-01,3460.16748046875,3526.550048828125,3541.39990234375,3514.0,3535.199951171875,2961120
2024-07-02,3558.236083984375,3626.5,3634.0,3535.050048828125,3535.050048828125,5087748
2024-07-03,3546.31494140625,3614.35009765625,3650.5,3605.0,3650.35009765625,1923801
2024-07-04,3506.037353515625,3573.300048828125,3644.0,3565.800048828125,3616.10009765625,1851947
2024-07-05,3558.873779296875,3627.14990234375,3638.0,3568.0,3573.300048828125,1635209
2024-07-08,3563.632568359375,3632.0,3645.699951171875,3594.0,3640.10009765625,1706210
2024-07-09,3597.0908203125,3666.10009765625,3685.0,3646.10009765625,3650.0,2425176
2024-07-10,3581.3427734375,3650.050048828125,3694.0,3601.0,3685.050048828125,2231438
2024-07-11,3552.93798828125,3621.10009765625,3684.60009765625,3603.0,3660.0,2942924
2024-07-12,3580.656005859375,3649.35009765625,3667.699951171875,3612.699951171875,3630.0,2001185
2024-07-15,3582.863525390625,3651.60009765625,3674.0,3637.0,3670.0,943302
2024-07-16,3568.0966796875,3636.550048828125,3651.60009765625,3621.0,3646.10009765625,2220953
2024-07-18,3587.376953125,3656.199951171875,3679.25,3598.64990234375,3640.0,3240772
2024-07-19,3550.38671875,3618.5,3658.949951171875,3610.0,3651.0,2432533
2024-07-22,3582.71630859375,3651.449951171875,3661.85009765625,3567.60009765625,3617.89990234375,3639057
2024-07-23,3471.450927734375,3538.050048828125,3714.0,3460.0,3669.60009765625,6957691
2024-07-24,3453.201171875,3519.449951171875,3557.949951171875,3501.0,3549.0,3184060
2024-07-25,3551.0244140625,3619.14990234375,3630.89990234375,3532.050048828125,3539.0,4691483
2024-07-26,3610.630859375,3679.89990234375,3701.0,3596.10009765625,3629.0,2617659
2024-07-29,3703.8916015625,3774.949951171875,3790.0,3686.60009765625,3701.0,4159919
2024-07-30,3713.408935546875,3784.64990234375,3795.0,3738.60009765625,3774.85009765625,1979989
2024-07-31,3743.187744140625,3815.0,3822.0,3763.10009765625,3777.050048828125,2703636
2024-08-01,3708.159912109375,3779.300048828125,3838.949951171875,3765.85009765625,3810.0,1998663
2024-08-02,3596.6982421875,3665.699951171875,3748.89990234375,3657.10009765625,3730.35009765625,2512525
2024-08-05,3461.590087890625,3528.0,3607.89990234375,3511.5,3597.0,2900685
2024-08-06,3508.8828125,3576.199951171875,3634.89990234375,3546.0,3548.0,2125532
2024-08-07,3569.764892578125,3638.25,3655.75,3610.35009765625,3630.0,1613097
2024-08-08,3486.6591796875,3553.550048828125,3628.75,3547.449951171875,3621.0,2038088
2024-08-09,3524.4345703125,3592.050048828125,3605.550048828125,3575.699951171875,3600.0,848232
2024-08-12,3504.712890625,3571.949951171875,3611.0,3563.0,3579.0,1965035
2024-08-13,3484.942138671875,3551.800048828125,3607.0,3545.199951171875,3580.0,1316218
2024-08-14,3478.46630859375,3545.199951171875,3578.699951171875,3536.5,3558.949951171875,1584372
2024-08-16,3501.180908203125,3568.35009765625,3580.89990234375,3533.0,3578.0,2808865
2024-08-19,3488.131103515625,3555.050048828125,3599.89990234375,3547.0,3599.85009765625,1898535
2024-08-20,3505.44873046875,3572.699951171875,3580.0,3548.0,3562.0,1285569
2024-08-21,3528.359130859375,3596.050048828125,3615.300048828125,3581.89990234375,3590.0,1714248
2024-08-22,3538.612548828125,3606.5,3612.14990234375,3583.949951171875,3607.050048828125,1734927
2024-08-23,3530.812255859375,3598.550048828125,3622.0,3587.050048828125,3606.5,1825180
2024-08-26,3573.345947265625,3641.89990234375,3648.0,3594.699951171875,3611.0,1606911
2024-08-27,3633.001708984375,3702.699951171875,3737.0,3636.0,3642.64990234375,3315435
2024-08-28,3619.608642578125,3689.050048828125,3724.39990234375,3685.0,3705.0,1278175
2024-08-29,3614.114013671875,3683.449951171875,3710.0,3651.550048828125,3690.5,2165489
2024-08-30,3634.914794921875,3704.64990234375,3745.0,3666.39990234375,3718.35009765625,2592912
2024-09-02,3613.770751953125,3683.10009765625,3721.949951171875,3666.35009765625,3706.0,1277813
2024-09-03,3620.687744140625,3690.14990234375,3713.949951171875,3666.89990234375,3693.949951171875,1211993
2024-09-04,3582.07861328125,3650.800048828125,3681.0,3631.10009765625,3650.0,1930121
2024-09-05,3555.93017578125,3624.14990234375,3668.0,3608.39990234375,3668.0,2958770
2024-09-06,3507.460205078125,3574.75,3623.800048828125,3536.199951171875,3615.10009765625,3096557
2024-09-09,3510.943359375,3578.300048828125,3594.0,3553.85009765625,3584.0,1454589
2024-09-10,3528.457275390625,3596.14990234375,3625.0,3571.0,3585.0,1203483
2024-09-11,3470.371826171875,3536.949951171875,3603.949951171875,3516.39990234375,3595.0,1865165
2024-09-12,3553.82080078125,3622.0,3638.050048828125,3534.0,3558.0,3751523
2024-09-13,3544.990234375,3613.0,3634.75,3600.050048828125,3622.0,1752455
2024-09-16,3593.31298828125,3662.25,3670.0,3613.0,3619.14990234375,1045964
2024-09-17,3625.642822265625,3695.199951171875,3705.0,3659.699951171875,3668.0,1289060
2024-09-18,3660.229248046875,3730.449951171875,3757.949951171875,3684.199951171875,3689.0,2249929
2024-09-19,3614.359130859375,3683.699951171875,3750.39990234375,3674.0,3750.0,1711564
2024-09-20,3722.48486328125,3793.89990234375,3809.89990234375,3680.25,3700.0,5401701
2024-09-23,3716.401611328125,3787.699951171875,3838.800048828125,3749.0,3800.0,1937874
2024-09-24,3720.228271484375,3791.60009765625,3831.800048828125,3775.0,3787.699951171875,2676546
2024-09-25,3722.43603515625,3793.85009765625,3813.199951171875,3778.0,3787.550048828125,2113862
2024-09-26,3691.33251953125,3762.14990234375,3802.949951171875,3736.39990234375,3801.0,2750597
2024-09-27,3635.89599609375,3705.64990234375,3738.0,3651.0,3738.0,4095425
2024-09-30,3606.36279296875,3675.550048828125,3715.64990234375,3665.0,3699.0,1837697
2024-10-01,3584.727783203125,3653.5,3724.0,3639.35009765625,3667.0,1674100
2024-10-03,3431.8115234375,3497.64990234375,3617.0,3485.39990234375,3582.5,5315877
2024-10-04,3428.180908203125,3493.949951171875,3553.550048828125,3468.5,3515.0,3445879
2024-10-07,3403.063232421875,3468.35009765625,3512.949951171875,3429.0,3505.0,2304227
2024-10-08,3465.9072265625,3532.39990234375,3538.5,3469.0,3492.949951171875,2249452
2024-10-09,3421.460205078125,3487.10009765625,3557.699951171875,3481.0,3542.050048828125,1645791
2024-10-10,3395.2138671875,3460.35009765625,3554.89990234375,3455.5,3515.0,2686116
2024-10-11,3416.995849609375,3482.550048828125,3497.10009765625,3447.0,3469.39990234375,1280465
2024-10-14,3488.131103515625,3555.050048828125,3573.85009765625,3501.300048828125,3510.0,1974378
2024-10-15,3485.0400390625,3551.89990234375,3570.0,3520.14990234375,3570.0,1231552
2024-10-16,3466.103759765625,3532.60009765625,3581.89990234375,3513.550048828125,3550.0,1961835
2024-10-17,3503.093994140625,3570.300048828125,3583.0,3521.800048828125,3549.89990234375,2968537
2024-10-18,3510.45263671875,3577.800048828125,3592.449951171875,3540.25,3569.949951171875,2102609
2024-10-21,3518.10595703125,3585.60009765625,3621.949951171875,3571.300048828125,3580.0,1750549
2024-10-22,3445.793212890625,3511.89990234375,3591.64990234375,3500.0,3585.0,1363574
2024-10-23,3390.356689453125,3455.39990234375,3513.949951171875,3443.0,3501.050048828125,2125268
2024-10-24,3377.8466796875,3442.64990234375,3474.60009765625,3416.75,3444.0,1924421
2024-10-25,3263.784912109375,3326.39990234375,3435.0,3315.050048828125,3425.0,3236774
2024-10-28,3277.9140625,3340.800048828125,3373.0,3262.550048828125,3316.0,2991674
2024-10-29,3317.259033203125,3380.89990234375,3384.39990234375,3316.0,3316.0,2253467
2024-10-30,3344.192626953125,3408.35009765625,3438.39990234375,3353.0,3379.949951171875,1785128
2024-10-31,3554.115234375,3622.300048828125,3654.949951171875,3508.35009765625,3530.0,7637083
2024-11-01,3558.089111328125,3626.35009765625,3641.89990234375,3620.0,3624.949951171875,212796
2024-11-04,3507.165771484375,3574.449951171875,3624.949951171875,3530.89990234375,3624.949951171875,1724189
2024-11-05,3507.50927734375,3574.800048828125,3585.0,3541.89990234375,3556.0,1251506
2024-11-06,3576.829345703125,3645.449951171875,3659.89990234375,3557.39990234375,3594.0,1819732
2024-11-07,3577.90869140625,3646.550048828125,3663.0,3620.0,3647.35009765625,1581009
2024-11-08,3591.399658203125,3660.300048828125,3667.0,3620.64990234375,3640.39990234375,1622142
2024-11-11,3560.5419921875,3628.85009765625,3661.0,3606.0,3646.0,926127
2024-11-12,3523.747802734375,3591.35009765625,3651.0,3580.0,3650.0,1116206
2024-11-13,3481.16455078125,3547.949951171875,3604.85009765625,3535.64990234375,3585.0,1568694
2024-11-14,3459.873291015625,3526.25,3565.75,3500.14990234375,3558.0,1291765
2024-11-18,3475.473876953125,3542.14990234375,3568.300048828125,3510.85009765625,3521.10009765625,1233217
2024-11-19,3439.906005859375,3505.89990234375,3607.0,3495.0,3559.89990234375,1826460
2024-11-21,3417.927734375,3483.5,3530.550048828125,3452.449951171875,3530.0,1510581
2024-11-22,3535.6689453125,3603.5,3613.5,3473.10009765625,3500.0,2534018
2024-11-25,3682.35498046875,3753.0,3761.0,3654.0,3660.0,4753829
2024-11-26,3632.90380859375,3702.60009765625,3754.89990234375,3690.0,3754.89990234375,1141534
2024-11-27,3629.076904296875,3698.699951171875,3720.0,3685.0,3704.0,971816
2024-11-28,3597.041748046875,3666.050048828125,3720.5,3648.0,3700.0,2124283
2024-11-29,3654.685791015625,3724.800048828125,3750.0,3635.10009765625,3635.10009765625,2094305
2024-12-02,3634.326171875,3704.050048828125,3717.85009765625,3672.89990234375,3706.85009765625,1158369
2024-12-03,3715.763916015625,3787.050048828125,3798.85009765625,3701.5,3721.0,3252670
2024-12-04,3718.560302734375,3789.89990234375,3835.0,3758.050048828125,3775.0,2510166
2024-12-05,3759.426513671875,3831.550048828125,3884.0,3760.0,3810.0,2765170
2024-12-06,3793.91455078125,3866.699951171875,3883.949951171875,3800.0,3832.0,1856562
2024-12-09,3872.99755859375,3947.300048828125,3959.0,3867.5,3867.5,3332753
2024-12-10,3849.3017578125,3923.14990234375,3963.5,3901.300048828125,3955.0,2349493
2024-12-11,3843.0224609375,3916.75,3947.64990234375,3902.0,3923.14990234375,1237958
2024-12-12,3787.242431640625,3859.89990234375,3959.0,3846.949951171875,3930.0,1899867
2024-12-13,3813.83251953125,3887.0,3898.0,3794.199951171875,3859.0,2300361
2024-12-16,3804.854736328125,3877.85009765625,3914.39990234375,3857.25,3882.0,918660
2024-12-17,3735.534423828125,3807.199951171875,3875.39990234375,3797.0,3863.050048828125,1690180
2024-12-18,3687.407958984375,3758.14990234375,3819.0,3745.0,3807.199951171875,1318341
2024-12-19,3646.394775390625,3716.35009765625,3762.199951171875,3700.0,3702.14990234375,1856838
2024-12-20,3561.523193359375,3629.85009765625,3725.0,3607.10009765625,3716.35009765625,2796593
2024-12-23,3571.972412109375,3640.5,3700.0,3617.050048828125,3670.0,1217612
2024-12-24,3571.236572265625,3639.75,3679.0,3632.39990234375,3647.949951171875,627922
2024-12-26,3561.1796875,3629.5,3665.14990234375,3610.35009765625,3658.0,1124705
2024-12-27,3540.1826171875,3608.10009765625,3643.64990234375,3603.5,3632.39990234375,1309122
2024-12-30,3511.5810546875,3578.949951171875,3623.0,3566.0,3607.89990234375,1591690
2024-12-31,3539.74072265625,3607.64990234375,3620.60009765625,3550.0,3562.550048828125,1267628
2025-01-01,3598.464111328125,3667.5,3689.0,3599.949951171875,3600.0,1202029
2025-01-02,3643.598388671875,3713.5,3724.10009765625,3650.050048828125,3676.60009765625,1882900
2025-01-03,3591.007080078125,3659.89990234375,3719.89990234375,3651.449951171875,3708.0,1290107
2025-01-06,3535.37451171875,3603.199951171875,3692.25,3585.5,3684.75,1212012
2025-01-07,3574.7197265625,3643.300048828125,3649.85009765625,3595.699951171875,3607.10009765625,1453540
2025-01-08,3528.653564453125,3596.35009765625,3663.85009765625,3590.0,3662.0,1813201
2025-01-09,3461.491943359375,3527.89990234375,3606.300048828125,3486.0,3599.89990234375,2921681
2025-01-10,3469.586669921875,3536.14990234375,3552.199951171875,3492.300048828125,3499.949951171875,1794238
2025-01-13,3399.08935546875,3464.300048828125,3534.5,3448.60009765625,3505.550048828125,2137212
2025-01-14,3397.421142578125,3462.60009765625,3491.949951171875,3448.60009765625,3465.85009765625,2924491
2025-01-15,3435.49072265625,3501.39990234375,3526.14990234375,3471.300048828125,3471.300048828125,1155446
2025-01-16,3441.868408203125,3507.89990234375,3543.449951171875,3483.75,3535.0,2305460
2025-01-17,3501.474853515625,3568.64990234375,3579.85009765625,3511.949951171875,3524.0,1600246
2025-01-20,3525.36669921875,3593.0,3617.14990234375,3556.5,3574.89990234375,1593334
2025-01-21,3474.443603515625,3541.10009765625,3643.300048828125,3528.10009765625,3612.75,2576596
2025-01-22,3451.974609375,3518.199951171875,3582.35009765625,3490.10009765625,3563.0,1626055
2025-01-23,3437.30615234375,3503.25,3527.800048828125,3460.60009765625,3492.0,1993204
2025-01-24,3393.10400390625,3458.199951171875,3521.10009765625,3446.050048828125,3514.5,1206454
2025-01-27,3392.564453125,3457.64990234375,3493.89990234375,3401.14990234375,3447.199951171875,1552938
2025-01-28,3349.637939453125,3413.89990234375,3482.14990234375,3404.050048828125,3464.949951171875,1657689
2025-01-29,3384.763916015625,3449.699951171875,3455.0,3412.0,3431.0,1238704
2025-01-30,3356.55517578125,3420.949951171875,3517.800048828125,3395.0,3455.0,2717740
2025-01-31,3500.248291015625,3567.39990234375,3590.0,3481.050048828125,3501.050048828125,3995513
2025-02-01,3382.60546875,3447.5,3629.199951171875,3402.0,3578.0,4752505
2025-02-03,3227.285400390625,3289.199951171875,3420.0,3270.0,3420.0,6077580
2025-02-04,3374.412353515625,3439.14990234375,3449.0,3307.25,3316.0,4742516
2025-02-05,3319.515625,3383.199951171875,3450.949951171875,3379.449951171875,3444.64990234375,2670316
2025-02-06,3289.63916015625,3352.75,3404.0,3342.699951171875,3404.0,2874856
2025-02-07,3274.08740234375,3336.89990234375,3369.949951171875,3311.10009765625,3367.0,1722789
2025-02-10,3265.99267578125,3328.64990234375,3349.0,3294.050048828125,3347.800048828125,1236663
2025-02-11,3178.66796875,3239.64990234375,3361.0,3231.0,3360.949951171875,2593537
2025-02-12,3227.726806640625,3289.64990234375,3300.0,3222.25,3259.0,1632415
2025-02-13,3202.216064453125,3263.64990234375,3314.89990234375,3252.949951171875,3289.64990234375,2127644
2025-02-14,3176.70556640625,3237.64990234375,3285.800048828125,3221.550048828125,3275.050048828125,1378340
2025-02-17,3161.203125,3221.85009765625,3239.39990234375,3194.550048828125,3213.550048828125,1966689
2025-02-18,3159.534912109375,3220.14990234375,3241.0,3183.0,3227.0,2428215
2025-02-19,3214.2353515625,3275.89990234375,3302.85009765625,3211.60009765625,3220.14990234375,1677978
2025-02-20,3214.137451171875,3275.800048828125,3285.449951171875,3247.75,3260.050048828125,1236693
2025-02-21,3252.69775390625,3315.10009765625,3324.89990234375,3270.89990234375,3275.800048828125,1706850
2025-02-24,3196.378173828125,3257.699951171875,3325.5,3250.0,3289.699951171875,1512844
2025-02-25,3165.176513671875,3225.89990234375,3248.949951171875,3206.39990234375,3233.0,2529084
2025-02-27,3149.08544921875,3209.5,3258.5,3184.0,3238.0,2572065
2025-02-28,3104.294921875,3163.85009765625,3199.800048828125,3141.0,3199.800048828125,2494680
2025-03-03,3137.115234375,3197.300048828125,3227.0,3160.0,3165.949951171875,1352460
2025-03-04,3152.519775390625,3213.0,3221.0,3167.800048828125,3171.050048828125,1442098
2025-03-05,3178.66796875,3239.64990234375,3245.0,3187.85009765625,3213.0,1945855
2025-03-06,3198.53662109375,3259.89990234375,3266.449951171875,3215.0,3250.10009765625,1854837
2025-03-07,3183.623046875,3244.699951171875,3289.0,3240.10009765625,3259.89990234375,930240
2025-03-10,3117.884033203125,3177.699951171875,3246.300048828125,3169.050048828125,3246.0,1777752
2025-03-11,3135.300048828125,3195.449951171875,3204.39990234375,3161.10009765625,3170.300048828125,1274649
2025-03-12,3133.53369140625,3193.64990234375,3221.949951171875,3153.050048828125,3205.0,1360149
2025-03-13,3127.303466796875,3187.300048828125,3233.14990234375,3178.050048828125,3202.25,1414376
2025-03-17,3113.714111328125,3173.449951171875,3240.050048828125,3159.0,3190.0,2805790
2025-03-18,3113.714111328125,3173.449951171875,3173.449951171875,3173.449951171875,3173.449951171875,0
2025-03-19,3257.06396484375,3319.550048828125,3326.60009765625,3268.5,3275.0,1616312
2025-03-20,3287.970947265625,3351.050048828125,3358.89990234375,3276.89990234375,3335.25,2434722
2025-03-21,3351.6494140625,3415.949951171875,3455.0,3332.75,3357.0,3042073
2025-03-24,3416.30908203125,3481.85009765625,3517.0,3446.0,3449.0,1955564
2025-03-25,3404.28955078125,3469.60009765625,3525.0,3435.35009765625,3505.0,4235900
2025-03-26,3379.95654296875,3444.800048828125,3496.800048828125,3418.5,3473.0,2315715
2025-03-27,3435.687255859375,3501.60009765625,3528.0,3451.0,3460.0,3467864
2025-03-28,3426.562255859375,3492.300048828125,3514.0,3472.550048828125,3509.89990234375,1348143
2025-04-01,3372.10693359375,3436.800048828125,3501.60009765625,3430.0,3480.0,1935147
2025-04-02,3355.52490234375,3419.89990234375,3457.75,3408.0,3433.0,1338839
2025-04-03,3355.77001953125,3420.14990234375,3463.0,3393.0,3400.0,1200631
2025-04-04,3198.78173828125,3260.14990234375,3403.800048828125,3237.300048828125,3400.0,2366979
2025-04-07,3010.73974609375,3068.5,3090.60009765625,2965.300048828125,3049.050048828125,4953864
2025-04-08,3101.5966796875,3161.10009765625,3193.89990234375,3092.699951171875,3124.949951171875,2877816
2025-04-09,2996.65966796875,3054.14990234375,3158.800048828125,3048.0,3158.800048828125,4451381
2025-04-11,3057.29638671875,3115.949951171875,3157.0,3100.14990234375,3114.0,3979116
2025-04-15,3196.2802734375,3257.60009765625,3272.0,3176.10009765625,3180.0,2161492
2025-04-16,3166.94287109375,3227.699951171875,3276.800048828125,3224.10009765625,3270.0,1578260
2025-04-17,3186.174072265625,3247.300048828125,3249.89990234375,3162.39990234375,3214.10009765625,3209331
2025-04-21,3218.7490234375,3280.5,3290.0,3225.10009765625,3249.5,1643003
2025-04-22,3196.4765625,3257.800048828125,3285.0,3248.0,3280.0,2060322
2025-04-23,3238.863037109375,3301.0,3315.0,3266.699951171875,3275.39990234375,2381699
2025-04-24,3238.470703125,3300.60009765625,3307.0,3280.0,3307.0,1993448
2025-04-25,3210.50732421875,3272.10009765625,3335.699951171875,3230.10009765625,3310.0,2004819
2025-04-28,3264.668212890625,3327.300048828125,3350.800048828125,3254.800048828125,3260.0,1689485
2025-04-29,3259.76220703125,3322.300048828125,3376.39990234375,3315.0,3335.0,1843861
2025-04-30,3278.110107421875,3341.0,3355.0,3303.300048828125,3324.0,1930714
2025-05-02,3272.125,3334.89990234375,3374.89990234375,3325.0,3325.0,1411889
2025-05-05,3267.513427734375,3330.199951171875,3350.0,3300.699951171875,3350.0,1947332
2025-05-06,3271.241943359375,3334.0,3353.0,3302.800048828125,3346.0,1695516
2025-05-07,3258.879150390625,3321.39990234375,3339.800048828125,3284.10009765625,3332.0,2422707
2025-05-08,3261.33203125,3323.89990234375,3366.0,3299.800048828125,3310.10009765625,3204333
2025-05-09,3379.072998046875,3443.89990234375,3477.0,3331.0,3331.0,5637694
2025-05-12,3519.67578125,3587.199951171875,3602.800048828125,3490.0,3513.0,3147384
2025-05-13,3499.85595703125,3567.0,3606.0,3545.0,3587.199951171875,2374439
2025-05-14,3505.84130859375,3573.10009765625,3617.0,3567.0,3587.0,2440116
2025-05-15,3550.092041015625,3618.199951171875,3648.699951171875,3543.0,3594.0,3720879
2025-05-16,3536.84619140625,3604.699951171875,3642.0,3600.0,3642.0,1278520
2025-05-19,3532.43115234375,3600.199951171875,3619.89990234375,3587.0,3604.699951171875,1519244
2025-05-20,3500.640869140625,3567.800048828125,3634.0,3556.0,3630.0,1532347
2025-05-21,3521.44189453125,3589.0,3610.5,3555.0,3565.699951171875,1563885
2025-05-22,3484.549560546875,3551.39990234375,3592.0,3536.89990234375,3585.0,1597159
2025-05-23,3532.13671875,3599.89990234375,3631.60009765625,3551.199951171875,3570.0,1119217
2025-05-26,3580.01806640625,3648.699951171875,3672.5,3608.39990234375,3615.800048828125,1678934
2025-05-27,3571.48193359375,3640.0,3665.0,3603.0,3648.699951171875,2013954
2025-05-28,3577.663330078125,3646.300048828125,3663.0,3620.0,3660.0,1293244
2025-05-29,3586.494140625,3655.300048828125,3668.89990234375,3618.0,3663.89990234375,1972248
2025-05-30,3605.92138671875,3675.10009765625,3695.300048828125,3654.5,3655.300048828125,2571304
2025-06-02,3610.336669921875,3679.60009765625,3697.300048828125,3605.60009765625,3675.10009765625,1954517
2025-06-03,3609.54443359375,3644.800048828125,3669.199951171875,3615.300048828125,3655.0,2472483
2025-06-04,3591.42138671875,3626.5,3661.699951171875,3615.300048828125,3645.0,1086783
2025-06-05,3607.36572265625,3642.60009765625,3677.39990234375,3612.0,3629.89990234375,1466416
2025-06-06,3620.93310546875,3656.300048828125,3667.0,3623.0,3645.0,1172711
2025-06-09,3643.314453125,3678.89990234375,3708.89990234375,3662.199951171875,3664.0,898170
2025-06-10,3644.205810546875,3679.800048828125,3704.0,3667.199951171875,3704.0,1454535
2025-06-11,3649.157470703125,3684.800048828125,3692.0,3656.10009765625,3689.89990234375,1265737
2025-06-12,3569.039794921875,3603.89990234375,3708.0,3585.0,3684.800048828125,2335718
2025-06-13,3552.699462890625,3587.39990234375,3596.0,3485.89990234375,3501.199951171875,1981445
2025-06-16,3593.599853515625,3628.699951171875,3653.699951171875,3561.800048828125,3575.5,1322630
2025-06-17,3587.261962890625,3622.300048828125,3627.60009765625,3602.0,3622.0,930603
2025-06-18,3566.6630859375,3601.5,3639.10009765625,3587.199951171875,3622.0,743311
2025-06-19,3586.07373046875,3621.10009765625,3643.0,3591.10009765625,3607.0,1580819
