Date,Open,High,Low,Close,Adj Close,Volume
2024-04-04,2854.555908203125,2918.300048828125,2943.25,2851.25,2870.0,1831347
2024-04-05,2820.46728515625,2883.449951171875,2927.75,2880.0,2924.0,1155672
2024-04-08,2828.83056640625,2892.0,2908.949951171875,2873.800048828125,2908.0,570695
2024-04-09,2794.741455078125,2857.14990234375,2916.449951171875,2845.0,2893.0,1017670
2024-04-10,2833.4765625,2896.75,2899.10009765625,2858.0,2883.300048828125,740495
2024-04-12,2792.149169921875,2854.5,2893.0,2845.0,2890.0,1766311
2024-04-15,2782.269775390625,2844.39990234375,2853.5,2812.35009765625,2830.199951171875,884519
2024-04-16,2768.1845703125,2830.0,2841.449951171875,2820.0,2827.64990234375,911249
2024-04-18,2746.37158203125,2807.699951171875,2859.199951171875,2800.10009765625,2855.0,1732434
2024-04-19,2747.203125,2808.550048828125,2822.10009765625,2766.14990234375,2790.0,1337807
2024-04-22,2779.77587890625,2841.85009765625,2846.60009765625,2814.050048828125,2846.60009765625,676040
2024-04-23,2812.103759765625,2874.89990234375,2877.949951171875,2844.0,2852.0,929062
2024-04-24,2805.1103515625,2867.75,2883.10009765625,2860.0,2882.949951171875,718441
2024-04-25,2798.94775390625,2861.449951171875,2869.89990234375,2829.050048828125,2865.0,1594152
2024-04-26,2782.025634765625,2844.14990234375,2878.199951171875,2837.050048828125,2870.0,625507
2024-04-29,2805.550048828125,2868.199951171875,2873.949951171875,2839.0,2844.14990234375,566219
2024-04-30,2813.08203125,2875.89990234375,2912.0,2855.0,2855.0,1290649
2024-05-02,2910.40869140625,2975.39990234375,2988.0,2875.10009765625,2875.10009765625,2493406
2024-05-03,2865.755859375,2929.75,2997.0,2909.25,2983.050048828125,1594445
2024-05-06,2868.10302734375,2932.14990234375,2959.0,2911.199951171875,2950.0,768806
2024-05-07,2849.37158203125,2913.0,2967.949951171875,2904.0,2947.0,629534
2024-05-08,2781.194091796875,2843.300048828125,2905.0,2821.0,2900.0,1652877
2024-05-09,2650.903564453125,2710.10009765625,2853.949951171875,2703.800048828125,2828.0,3547959
2024-05-10,2710.718017578125,2771.25,2792.60009765625,2670.10009765625,2699.0,2478584
2024-05-13,2816.358642578125,2879.25,2895.0,2754.10009765625,2771.25,2748823
2024-05-14,2803.544921875,2866.14990234375,2888.0,2842.0,2879.0,999330
2024-05-15,2752.240478515625,2813.699951171875,2874.25,2806.14990234375,2866.14990234375,1230520
2024-05-16,2752.5830078125,2814.050048828125,2837.60009765625,2786.550048828125,2821.050048828125,1534319
2024-05-17,2748.5234375,2809.89990234375,2838.199951171875,2786.10009765625,2814.60009765625,1325150
2024-05-21,2789.50830078125,2851.800048828125,2866.949951171875,2801.0,2815.0,921822
2024-05-22,2822.716796875,2885.75,2895.0,2836.60009765625,2851.800048828125,933846
2024-05-23,2840.323486328125,2903.75,2921.25,2877.300048828125,2885.0,1181894
2024-05-24,2811.956787109375,2874.75,2910.199951171875,2867.0,2910.199951171875,755822
2024-05-27,2809.560791015625,2872.300048828125,2898.300048828125,2855.550048828125,2887.89990234375,817091
2024-05-28,2847.61083984375,2911.199951171875,2921.0,2864.0,2875.85009765625,1084544
2024-05-29,2836.802001953125,2900.14990234375,2921.699951171875,2881.10009765625,2896.0,1758297
2024-05-30,2820.71142578125,2883.699951171875,2910.85009765625,2875.0,2875.25,1344426
2024-05-31,2818.26611328125,2881.199951171875,2906.0,2855.60009765625,2883.699951171875,2520363
2024-06-03,2803.83837890625,2866.449951171875,2950.0,2860.050048828125,2950.0,952701
2024-06-04,2795.23046875,2857.64990234375,2897.0,2775.75,2880.0,2683847
2024-06-05,2897.056884765625,2961.75,3027.300048828125,2864.5,2864.5,2410576
2024-06-06,2841.350830078125,2904.800048828125,2961.75,2882.25,2960.0,1689408
2024-06-07,2863.75048828125,2927.699951171875,2943.10009765625,2888.85009765625,2904.800048828125,1600180
2024-06-10,2873.385498046875,2937.550048828125,2951.89990234375,2915.0,2928.0,876867
2024-06-11,2866.521484375,2902.449951171875,2920.35009765625,2895.0,2915.0,855430
2024-06-12,2869.830078125,2905.800048828125,2918.0,2865.64990234375,2909.0,1701770
2024-06-13,2873.97802734375,2910.0,2929.0,2905.0,2929.0,726380
2024-06-14,2885.4345703125,2921.60009765625,2931.35009765625,2905.10009765625,2910.0,982815
2024-06-18,2882.372802734375,2918.5,2928.0,2905.0,2921.60009765625,741098
2024-06-19,2855.904541015625,2891.699951171875,2920.0,2882.64990234375,2918.0,1018294
2024-06-20,2879.409912109375,2915.5,2924.5,2872.39990234375,2885.0,1129752
2024-06-21,2855.0654296875,2890.85009765625,2928.0,2880.10009765625,2925.0,1722379
2024-06-24,2860.200439453125,2896.050048828125,2899.949951171875,2871.39990234375,2883.0,892125
2024-06-25,2823.066162109375,2858.449951171875,2894.949951171875,2856.0,2876.0,1217792
2024-06-26,2827.905517578125,2863.35009765625,2873.85009765625,2844.050048828125,2860.199951171875,960622
2024-06-27,2845.18896484375,2880.85009765625,2903.0,2845.0,2860.75,1628022
2024-06-28,2880.94091796875,2917.050048828125,2932.0,2862.199951171875,2865.0,1206712
2024-07-01,2891.5576171875,2927.800048828125,2939.0,2888.0,2889.300048828125,1104110
2024-07-02,2889.385009765625,2925.60009765625,2936.0,2912.0,2927.800048828125,1064295
2024-07-03,2889.335205078125,2925.550048828125,2948.949951171875,2916.0,2929.699951171875,925189
2024-07-04,2898.569580078125,2934.89990234375,2968.449951171875,2923.0,2940.0,968666
2024-07-05,2899.55712890625,2935.89990234375,2946.89990234375,2913.10009765625,2937.14990234375,817429
2024-07-08,2862.2744140625,2898.14990234375,2935.89990234375,2890.699951171875,2935.89990234375,828260
2024-07-09,2869.03955078125,2905.0,2913.199951171875,2890.0,2908.949951171875,685431
2024-07-10,2959.35791015625,2996.449951171875,3014.5,2894.35009765625,2900.050048828125,2299950
2024-07-11,2984.64111328125,3022.050048828125,3030.0,2973.0,2999.0,1968980
2024-07-12,2962.024169921875,2999.14990234375,3052.0,2970.89990234375,3025.0,1879930
2024-07-15,2919.90234375,2956.5,2999.0,2932.550048828125,2999.0,2425341
2024-07-16,2937.630126953125,2974.449951171875,3015.949951171875,2941.5,2959.0,2085611
2024-07-18,2895.26123046875,2931.550048828125,2957.89990234375,2842.0,2875.0,5384611
2024-07-19,2909.581787109375,2946.050048828125,2980.0,2917.25,2925.0,2164746
2024-07-22,2897.977294921875,2934.300048828125,2973.35009765625,2917.14990234375,2937.0,1616347
2024-07-23,2861.23779296875,2897.10009765625,2947.300048828125,2886.0,2934.300048828125,1906312
2024-07-24,2876.743408203125,2912.800048828125,2927.0,2886.199951171875,2901.0,1476148
2024-07-25,2865.484375,2901.39990234375,2908.699951171875,2885.25,2892.050048828125,1239922
2024-07-26,2913.630859375,2950.14990234375,2964.449951171875,2900.699951171875,2902.199951171875,1359780
2024-07-29,2918.12451171875,2954.699951171875,2965.10009765625,2936.0,2953.050048828125,854408
2024-07-30,2967.851318359375,3005.050048828125,3032.800048828125,2970.0,2973.5,2144591
2024-07-31,3046.2685546875,3084.449951171875,3098.0,3005.050048828125,3005.050048828125,3549501
2024-08-01,3060.984130859375,3099.35009765625,3128.949951171875,3062.800048828125,3088.0,1675122
2024-08-02,3068.242919921875,3106.699951171875,3129.050048828125,3060.0,3070.0,1348780
2024-08-05,3055.107666015625,3093.39990234375,3145.0,3055.300048828125,3069.949951171875,2019141
2024-08-06,3063.354248046875,3101.75,3135.0,3086.050048828125,3101.699951171875,885743
2024-08-07,3063.05810546875,3101.449951171875,3118.5,3060.050048828125,3101.75,1907105
2024-08-08,2968.197021484375,3005.39990234375,3089.699951171875,2990.39990234375,3080.0,1280109
2024-08-09,3002.961181640625,3040.60009765625,3052.75,2966.0,3039.0,1665414
2024-08-12,3015.4052734375,3053.199951171875,3084.0,3003.699951171875,3020.0,1736881
2024-08-13,2986.12255859375,3023.550048828125,3059.800048828125,3013.0,3054.89990234375,502260
2024-08-14,2988.393798828125,3025.85009765625,3034.800048828125,2994.050048828125,3034.800048828125,454671
2024-08-16,3010.417724609375,3048.14990234375,3054.0,3003.0,3054.0,514229
2024-08-19,3038.219482421875,3076.300048828125,3087.85009765625,3038.35009765625,3053.949951171875,542858
2024-08-20,3064.786376953125,3103.199951171875,3106.35009765625,3078.0,3096.0,668282
2024-08-21,3112.537841796875,3151.550048828125,3170.60009765625,3084.050048828125,3101.0,1186536
2024-08-22,3147.154052734375,3186.60009765625,3198.64990234375,3156.050048828125,3167.0,1540888
2024-08-23,3115.599609375,3154.64990234375,3198.60009765625,3148.75,3190.0,779284
2024-08-26,3132.093017578125,3171.35009765625,3177.449951171875,3141.5,3155.0,472874
2024-08-27,3127.006591796875,3166.199951171875,3203.64990234375,3150.0,3154.0,1003501
2024-08-28,3086.810302734375,3125.5,3165.5,3118.800048828125,3152.949951171875,538366
2024-08-29,3077.280029296875,3115.85009765625,3143.949951171875,3092.699951171875,3125.5,849866
2024-08-30,3088.09423828125,3126.800048828125,3166.75,3110.699951171875,3130.050048828125,1567031
2024-09-02,3111.9453125,3150.949951171875,3184.0,3139.60009765625,3148.0,702358
2024-09-03,3115.796875,3154.85009765625,3174.550048828125,3147.5,3164.949951171875,577471
2024-09-04,3191.646240234375,3231.64990234375,3252.0,3155.5,3155.5,2379110
2024-09-05,3198.164794921875,3238.25,3257.0,3217.0,3240.0,1482119
2024-09-06,3233.17578125,3273.699951171875,3285.89990234375,3225.35009765625,3238.0,2131256
2024-09-09,3240.138427734375,3280.75,3314.0,3258.0,3273.699951171875,1272289
2024-09-10,3254.26171875,3295.050048828125,3310.0,3270.89990234375,3290.0,928920
2024-09-11,3325.765380859375,3367.449951171875,3382.949951171875,3315.0,3315.0,2561892
2024-09-12,3341.369873046875,3383.25,3393.0,3340.300048828125,3370.0,1643536
2024-09-13,3316.481689453125,3358.050048828125,3369.699951171875,3320.89990234375,3355.550048828125,1029400
2024-09-16,3294.507080078125,3335.800048828125,3394.89990234375,3330.60009765625,3360.0,1019280
2024-09-17,3271.791748046875,3312.800048828125,3349.89990234375,3301.800048828125,3335.800048828125,586834
2024-09-18,3234.114013671875,3274.64990234375,3324.85009765625,3251.550048828125,3312.800048828125,410510
2024-09-19,3253.076416015625,3293.85009765625,3320.0,3275.0,3294.0,963456
2024-09-20,3266.01416015625,3306.949951171875,3324.800048828125,3266.050048828125,3304.0,1504277
2024-09-23,3236.87939453125,3277.449951171875,3324.89990234375,3273.199951171875,3316.949951171875,522775
2024-09-24,3208.18896484375,3248.39990234375,3297.75,3241.10009765625,3277.449951171875,1057933
2024-09-25,3204.584228515625,3244.75,3252.0,3206.75,3252.0,740636
2024-09-26,3236.484375,3277.050048828125,3285.85009765625,3227.10009765625,3250.0,951080
2024-09-27,3269.767333984375,3310.75,3337.949951171875,3277.050048828125,3290.949951171875,1315996
2024-09-30,3287.89013671875,3329.10009765625,3358.0,3305.14990234375,3310.75,1088162
2024-10-01,3236.78076171875,3277.35009765625,3328.949951171875,3244.050048828125,3317.0,968660
2024-10-03,3110.315673828125,3149.300048828125,3225.89990234375,3126.5,3192.300048828125,1741363
2024-10-04,3034.46630859375,3072.5,3156.75,3054.550048828125,3135.0,1551818
2024-10-07,3024.343017578125,3062.25,3098.550048828125,3038.0,3075.0,909812
2024-10-08,3049.823974609375,3088.050048828125,3099.0,3045.64990234375,3058.0,817718
2024-10-09,3040.738037109375,3078.85009765625,3146.699951171875,3071.75,3095.550048828125,1225598
2024-10-10,3021.232177734375,3059.10009765625,3095.0,3043.0,3090.050048828125,1161933
2024-10-11,2999.603271484375,3037.199951171875,3064.0,3026.0,3059.199951171875,976017
2024-10-14,3001.529296875,3039.14990234375,3055.0,3017.199951171875,3037.0,716011
2024-10-15,3029.13330078125,3067.10009765625,3096.800048828125,3047.64990234375,3075.0,1242322
2024-10-16,3043.94775390625,3082.10009765625,3103.550048828125,3066.10009765625,3088.0,764001
2024-10-17,3018.0224609375,3055.85009765625,3085.0,3037.0,3082.89990234375,674481
2024-10-18,2955.111083984375,2992.14990234375,3069.0,2980.60009765625,3057.0,899318
2024-10-21,3011.454833984375,3049.199951171875,3057.0,3000.550048828125,3007.050048828125,806970
2024-10-22,2969.629150390625,3006.85009765625,3057.949951171875,2995.25,3054.0,541838
2024-10-23,2952.69140625,2989.699951171875,3026.5,2972.050048828125,2999.949951171875,624689
2024-10-24,2935.21044921875,2972.0,3002.300048828125,2951.0,2989.699951171875,571259
2024-10-25,2921.3837890625,2958.0,3015.550048828125,2952.0,2975.5,1047769
2024-10-28,2964.691162109375,3001.85009765625,3021.699951171875,2963.050048828125,2987.89990234375,504961
2024-10-29,2955.802734375,2992.85009765625,3028.0,2941.10009765625,3020.0,613459
2024-10-30,2959.55517578125,2996.64990234375,3006.0,2963.550048828125,3006.0,812725
2024-10-31,2899.310302734375,2935.64990234375,2996.5,2919.0,2994.199951171875,1031171
2024-11-01,2903.45849609375,2939.85009765625,2965.75,2930.0,2958.0,112249
2024-11-04,2879.21240234375,2915.300048828125,2962.14990234375,2885.5,2962.14990234375,1146008
2024-11-05,2851.55908203125,2887.300048828125,2918.800048828125,2872.699951171875,2895.0,935417
2024-11-06,2861.43505859375,2897.300048828125,2907.85009765625,2860.0,2890.5,1817087
2024-11-07,2807.6591796875,2842.85009765625,2904.949951171875,2825.0,2900.0,1112489
2024-11-08,2735.16796875,2769.449951171875,2847.0,2762.39990234375,2842.85009765625,2060410
2024-11-11,2511.619873046875,2543.10009765625,2598.75,2506.0,2565.050048828125,8854840
2024-11-12,2444.214599609375,2474.85009765625,2535.0,2470.0,2535.0,3445898
2024-11-13,2439.91845703125,2470.5,2498.0,2451.10009765625,2470.0,1803766
2024-11-14,2452.41162109375,2483.14990234375,2501.75,2466.199951171875,2482.800048828125,1206967
2024-11-18,2452.954833984375,2483.699951171875,2520.0,2470.800048828125,2520.0,945471
2024-11-19,2457.15966796875,2483.699951171875,2503.199951171875,2472.35009765625,2488.0,941508
2024-11-21,2402.202880859375,2428.14990234375,2465.949951171875,2425.0,2454.699951171875,1377572
2024-11-22,2445.782470703125,2472.199951171875,2493.949951171875,2422.949951171875,2430.0,3805843
2024-11-25,2433.416015625,2459.699951171875,2507.949951171875,2450.050048828125,2505.0,1857124
2024-11-26,2478.23193359375,2505.0,2518.0,2457.60009765625,2459.89990234375,1152258
2024-11-27,2465.271728515625,2491.89990234375,2517.64990234375,2480.0,2517.5,864653
2024-11-28,2431.78369140625,2458.050048828125,2506.0,2453.300048828125,2500.0,1506133
2024-11-29,2453.103515625,2479.60009765625,2491.5,2455.050048828125,2458.050048828125,1030854
2024-12-02,2452.55908203125,2479.050048828125,2486.0,2461.35009765625,2479.60009765625,914624
2024-12-03,2443.01220703125,2469.39990234375,2494.0,2463.5,2494.0,1341985
2024-12-04,2433.16845703125,2459.449951171875,2479.10009765625,2453.199951171875,2478.89990234375,1005012
2024-12-05,2425.99609375,2452.199951171875,2466.89990234375,2423.89990234375,2465.0,3190834
2024-12-06,2403.736328125,2429.699951171875,2468.0,2427.0,2468.0,1735948
2024-12-09,2366.291259765625,2391.85009765625,2439.0,2387.0,2438.14990234375,2301281
2024-12-10,2363.37255859375,2388.89990234375,2404.64990234375,2385.050048828125,2399.89990234375,1657888
2024-12-11,2391.468994140625,2417.300048828125,2428.0,2392.64990234375,2399.75,1337700
2024-12-12,2364.015869140625,2389.550048828125,2415.0,2380.699951171875,2413.0,1089028
2024-12-13,2381.922119140625,2407.64990234375,2412.0,2354.0,2389.550048828125,1150861
2024-12-16,2376.579833984375,2402.25,2419.949951171875,2386.14990234375,2419.949951171875,987775
2024-12-17,2330.82421875,2356.0,2399.89990234375,2350.5,2388.0,1258218
2024-12-18,2320.38671875,2345.449951171875,2372.699951171875,2341.0,2356.800048828125,855682
2024-12-19,2267.359619140625,2291.85009765625,2325.0,2265.35009765625,2325.0,2784409
2024-12-20,2257.961181640625,2282.35009765625,2318.0,2276.0,2297.0,1719502
2024-12-23,2254.8447265625,2279.199951171875,2302.550048828125,2266.050048828125,2300.0,855647
2024-12-24,2259.593505859375,2284.0,2295.0,2277.14990234375,2282.10009765625,601558
2024-12-26,2238.22412109375,2262.39990234375,2287.449951171875,2256.5,2284.0,1267334
2024-12-27,2247.128173828125,2271.39990234375,2290.800048828125,2260.050048828125,2270.25,821790
2024-12-30,2263.798095703125,2288.25,2298.800048828125,2256.800048828125,2280.25,1076940
2024-12-31,2256.971923828125,2281.35009765625,2297.64990234375,2273.0,2280.0,685486
2025-01-01,2280.022705078125,2304.64990234375,2323.199951171875,2280.0,2280.0,1067328
2025-01-02,2318.21044921875,2343.25,2347.949951171875,2294.0,2314.0,1342922
2025-01-03,2310.98828125,2335.949951171875,2348.949951171875,2322.14990234375,2344.0,1355319
2025-01-06,2242.923583984375,2267.14990234375,2340.0,2256.699951171875,2335.949951171875,1190987
2025-01-07,2268.1015625,2292.60009765625,2316.0,2272.0,2272.0,740798
2025-01-08,2309.405517578125,2334.35009765625,2338.0,2272.699951171875,2287.050048828125,1439632
2025-01-09,2325.086181640625,2350.199951171875,2361.39990234375,2321.300048828125,2341.89990234375,1362304
2025-01-10,2295.950927734375,2320.75,2348.89990234375,2316.0,2335.60009765625,1214334
2025-01-13,2228.578369140625,2252.64990234375,2301.89990234375,2246.39990234375,2291.75,1181928
2025-01-14,2216.01416015625,2239.949951171875,2286.35009765625,2237.0,2269.0,1316807
2025-01-15,2205.873779296875,2229.699951171875,2253.75,2220.0,2249.0,1308999
2025-01-16,2191.924560546875,2215.60009765625,2239.85009765625,2207.800048828125,2239.0,1936087
2025-01-17,2236.83935546875,2261.0,2269.050048828125,2212.5,2225.64990234375,878848
2025-01-20,2256.180419921875,2280.550048828125,2286.89990234375,2251.0,2272.25,555716
2025-01-21,2236.1962890625,2260.35009765625,2315.0,2255.0,2280.550048828125,1410294
2025-01-22,2237.927490234375,2262.10009765625,2270.0,2244.89990234375,2270.0,835523
2025-01-23,2252.025390625,2276.35009765625,2301.800048828125,2246.199951171875,2262.10009765625,1142465
2025-01-24,2238.22412109375,2262.39990234375,2296.550048828125,2255.050048828125,2283.0,543202
2025-01-27,2227.44091796875,2251.5,2277.75,2246.199951171875,2255.300048828125,1097939
2025-01-28,2217.844482421875,2241.800048828125,2267.050048828125,2234.10009765625,2260.0,897501
2025-01-29,2199.393798828125,2223.14990234375,2246.800048828125,2212.050048828125,2241.800048828125,1281088
2025-01-30,2225.808349609375,2249.85009765625,2259.25,2215.0,2223.14990234375,1155718
2025-01-31,2276.214111328125,2300.800048828125,2305.0,2234.85009765625,2255.0,1292909
2025-02-01,2326.02587890625,2351.14990234375,2389.0,2285.300048828125,2312.0,1318619
2025-02-03,2267.75537109375,2292.25,2364.449951171875,2277.699951171875,2351.14990234375,1070382
2025-02-04,2329.19189453125,2354.35009765625,2418.60009765625,2263.75,2304.64990234375,5373733
2025-02-05,2250.887451171875,2275.199951171875,2295.550048828125,2237.25,2269.0,3474642
2025-02-06,2239.213623046875,2263.39990234375,2298.89990234375,2260.25,2287.199951171875,1285954
2025-02-07,2246.732421875,2271.0,2276.300048828125,2243.199951171875,2266.0,1336756
2025-02-10,2245.8916015625,2270.14990234375,2278.0,2254.0,2271.050048828125,1181565
2025-02-11,2216.90478515625,2240.85009765625,2282.89990234375,2226.0,2279.0,1607942
2025-02-12,2204.439208984375,2228.25,2247.949951171875,2185.699951171875,2241.85009765625,1181706
2025-02-13,2212.501953125,2236.39990234375,2249.949951171875,2220.0,2228.25,921923
2025-02-14,2207.456787109375,2231.300048828125,2250.550048828125,2203.0,2236.39990234375,1380052
2025-02-17,2226.7978515625,2250.85009765625,2260.0,2226.050048828125,2231.300048828125,923900
2025-02-18,2213.689208984375,2237.60009765625,2251.949951171875,2218.75,2248.0,735853
2025-02-19,2215.17333984375,2239.10009765625,2249.800048828125,2226.10009765625,2237.60009765625,645234
2025-02-20,2225.016845703125,2249.050048828125,2257.10009765625,2231.050048828125,2239.10009765625,637442
2025-02-21,2233.475830078125,2257.60009765625,2265.800048828125,2237.0,2249.050048828125,755585
2025-02-24,2222.197265625,2246.199951171875,2259.0,2241.0,2245.89990234375,765042
2025-02-25,2200.9765625,2224.75,2257.10009765625,2217.699951171875,2246.199951171875,947702
2025-02-27,2189.9951171875,2213.64990234375,2228.39990234375,2198.0,2214.0,1027196
2025-02-28,2156.45751953125,2179.75,2211.35009765625,2175.800048828125,2210.0,1701193
2025-03-03,2143.25,2166.39990234375,2193.35009765625,2129.0,2179.75,959068
2025-03-04,2109.31689453125,2132.10009765625,2159.85009765625,2124.75,2154.050048828125,2180989
2025-03-05,2141.024169921875,2164.14990234375,2182.800048828125,2124.75,2132.0,1535212
2025-03-06,2243.467529296875,2267.699951171875,2275.0,2183.10009765625,2189.85009765625,1985096
2025-03-07,2245.7431640625,2270.0,2277.949951171875,2248.0,2267.699951171875,921429
2025-03-10,2254.25146484375,2278.60009765625,2293.0,2261.85009765625,2270.0,1072395
2025-03-11,2262.957275390625,2287.39990234375,2290.89990234375,2257.89990234375,2274.0,601228
2025-03-12,2227.242919921875,2251.300048828125,2295.949951171875,2247.0,2287.39990234375,749216
2025-03-13,2207.456787109375,2231.300048828125,2257.199951171875,2222.5,2255.25,747470
2025-03-17,2195.832275390625,2219.550048828125,2239.25,2196.050048828125,2205.0,838015
2025-03-18,2195.832275390625,2219.550048828125,2219.550048828125,2219.550048828125,2219.550048828125,0
2025-03-19,2256.32861328125,2280.699951171875,2287.949951171875,2267.85009765625,2274.0,663292
2025-03-20,2262.75927734375,2287.199951171875,2307.0,2268.75,2290.0,1166849
2025-03-21,2275.818359375,2300.39990234375,2314.5,2277.85009765625,2291.64990234375,1624115
2025-03-24,2297.681884765625,2322.5,2330.25,2302.10009765625,2302.39990234375,1100353
2025-03-25,2305.843994140625,2330.75,2344.5,2308.0,2325.0,1828005
2025-03-26,2298.324951171875,2323.14990234375,2340.949951171875,2304.0,2340.0,1934287
2025-03-27,2313.115478515625,2338.10009765625,2350.10009765625,2290.5,2315.0,1497861
2025-03-28,2315.63818359375,2340.64990234375,2364.0,2325.0,2343.949951171875,1281871
2025-04-01,2291.25146484375,2316.0,2361.699951171875,2305.75,2342.0,970583
2025-04-02,2282.00146484375,2306.64990234375,2328.39990234375,2292.14990234375,2328.0,792693
2025-04-03,2324.294677734375,2349.39990234375,2354.89990234375,2289.800048828125,2295.0,608846
2025-04-04,2330.87353515625,2356.050048828125,2363.949951171875,2302.800048828125,2349.39990234375,1163188
2025-04-07,2316.330810546875,2341.35009765625,2354.0,2190.0,2190.0,1745817
2025-04-08,2368.615966796875,2394.199951171875,2420.0,2356.0,2356.0,1876867
2025-04-09,2385.384765625,2411.14990234375,2429.449951171875,2390.89990234375,2400.0,1186937
2025-04-11,2368.0224609375,2393.60009765625,2448.0,2380.25,2439.5,968152
2025-04-15,2389.88623046875,2415.699951171875,2425.0,2385.0,2414.89990234375,1141122
2025-04-16,2433.61376953125,2459.89990234375,2468.5,2403.699951171875,2405.10009765625,1166695
2025-04-17,2441.528076171875,2467.89990234375,2476.39990234375,2431.0,2459.89990234375,885840
2025-04-21,2418.873046875,2445.0,2470.89990234375,2441.0,2465.89990234375,541913
2025-04-22,2406.011962890625,2432.0,2450.0,2413.5,2445.0,543647
2025-04-23,2426.88671875,2453.10009765625,2456.60009765625,2425.60009765625,2437.0,744684
2025-04-24,2438.065673828125,2464.39990234375,2491.0,2435.89990234375,2450.0,1203452
2025-04-25,2405.6162109375,2431.60009765625,2468.699951171875,2413.699951171875,2464.300048828125,702217
2025-04-28,2425.99609375,2452.199951171875,2459.800048828125,2405.0,2419.89990234375,554920
2025-04-29,2424.907958984375,2451.10009765625,2472.0,2441.60009765625,2460.0,1235066
2025-04-30,2399.779296875,2425.699951171875,2462.199951171875,2401.5,2450.0,1479669
2025-05-02,2384.2470703125,2410.0,2444.89990234375,2398.0,2425.0,744673
2025-05-05,2410.859375,2436.89990234375,2475.0,2423.10009765625,2423.10009765625,1229588
2025-05-06,2392.16162109375,2418.0,2449.89990234375,2391.10009765625,2442.0,702802
2025-05-07,2309.158203125,2334.10009765625,2405.699951171875,2318.5,2388.0,1711738
2025-05-08,2277.99462890625,2302.60009765625,2349.10009765625,2293.5,2322.0,2292261
2025-05-09,2275.02685546875,2299.60009765625,2331.800048828125,2245.0,2246.60009765625,1503010
2025-05-12,2331.2197265625,2356.39990234375,2378.5,2321.0,2330.0,940135
2025-05-13,2299.759765625,2324.60009765625,2358.0,2315.10009765625,2354.0,1220489
2025-05-14,2257.91162109375,2282.300048828125,2319.0,2277.10009765625,2319.0,1549845
2025-05-15,2305.0029296875,2329.89990234375,2335.5,2268.0,2285.0,1675015
2025-05-16,2328.449951171875,2353.60009765625,2355.0,2315.0,2333.89990234375,785113
2025-05-19,2306.487060546875,2331.39990234375,2378.89990234375,2326.60009765625,2353.60009765625,552961
2025-05-20,2271.069580078125,2295.60009765625,2347.699951171875,2291.39990234375,2347.5,1095824
2025-05-21,2287.68994140625,2312.39990234375,2316.199951171875,2290.0,2296.0,469330
2025-05-22,2274.630859375,2299.199951171875,2310.0,2283.10009765625,2309.199951171875,916504
2025-05-23,2290.7568359375,2315.5,2329.0,2295.0,2301.800048828125,458035
2025-05-26,2302.331787109375,2327.199951171875,2338.0,2302.800048828125,2316.0,1258062
2025-05-27,2302.727783203125,2327.60009765625,2351.60009765625,2301.10009765625,2313.10009765625,2485428
2025-05-28,2278.58837890625,2303.199951171875,2333.0,2300.300048828125,2327.60009765625,774808
2025-05-29,2269.783447265625,2294.300048828125,2309.0,2286.5,2303.199951171875,1414643
2025-05-30,2234.959716796875,2259.10009765625,2304.0,2255.0,2296.5,3610431
2025-06-02,2242.478515625,2266.699951171875,2272.300048828125,2257.89990234375,2259.10009765625,702789
2025-06-03,2231.595947265625,2255.699951171875,2287.300048828125,2246.699951171875,2272.60009765625,792587
2025-06-04,2224.967529296875,2249.0,2261.0,2240.89990234375,2249.5,768079
2025-06-05,2219.5263671875,2243.5,2261.0,2233.0,2251.10009765625,996614
2025-06-06,2221.2080078125,2245.199951171875,2252.60009765625,2239.0,2249.10009765625,822087
2025-06-09,2223.879150390625,2247.89990234375,2255.800048828125,2236.0,2240.0,1041851
2025-06-10,2215.4423828125,2218.89990234375,2240.0,2215.199951171875,2240.0,1809051
2025-06-11,2205.358154296875,2208.800048828125,2225.89990234375,2207.199951171875,2209.0,1430888
2025-06-12,2215.941650390625,2219.39990234375,2263.0,2208.10009765625,2224.0,3417373
2025-06-13,2210.749755859375,2214.199951171875,2217.10009765625,2174.800048828125,2175.0,1786807
2025-06-16,2241.302001953125,2244.800048828125,2250.0,2209.300048828125,2214.199951171875,1301826
2025-06-17,2261.27099609375,2264.800048828125,2281.0,2227.0,2231.0,1540986
2025-06-18,2277.844970703125,2281.39990234375,2284.0,2255.0,2257.0,1131156
2025-06-19,2264.4658203125,2268.0,2285.0,2264.0,2270.0,524926
2025-06-20,2282.13818359375,2285.699951171875,2289.89990234375,2263.0,2267.0,1945026
2025-06-23,2260.572021484375,2264.10009765625,2272.800048828125,2253.89990234375,2261.199951171875,596186
2025-06-24,2271.754638671875,2275.300048828125,2309.699951171875,2268.89990234375,2305.0,1044179
2025-06-25,2276.34716796875,2279.89990234375,2294.300048828125,2275.39990234375,2276.10009765625,807368
2025-06-26,2286.23193359375,2289.800048828125,2292.60009765625,2280.199951171875,2287.0,921519
2025-06-27,2355.0244140625,2358.699951171875,2364.5,2277.10009765625,2283.0,1555059
2025-06-30,2337.4521484375,2341.10009765625,2369.89990234375,2326.10009765625,2362.0,785414
2025-07-01,2365.807861328125,2369.5,2400.0,2350.199951171875,2380.5,1232160
2025-07-02,2415.6298828125,2419.39990234375,2430.0,2327.0,2340.0,1936030
