Date,Open,High,Low,Close,Adj Close,Volume
2024-03-05,755.7704467773438,762.3333129882812,774.7666625976562,758.0,774.7666625976562,956667
2024-03-06,759.7525634765625,766.3499755859375,776.6666870117188,750.0,762.3333129882812,2189610
2024-03-07,741.510986328125,747.9500122070312,766.433349609375,746.6666870117188,761.3333129882812,1550508
2024-03-11,728.3750610351562,734.7000122070312,747.9500122070312,730.1166381835938,747.9500122070312,1684143
2024-03-12,710.017822265625,716.183349609375,734.7000122070312,686.6666870117188,734.7000122070312,3540390
2024-03-13,664.7938232421875,670.566650390625,756.6666870117188,657.4833374023438,746.6666870117188,4970817
2024-03-14,676.9384155273438,682.816650390625,699.316650390625,657.8666381835938,670.6666870117188,2402718
2024-03-15,688.1576538085938,694.1333618164062,698.1666870117188,675.3499755859375,684.9500122070312,1434987
2024-03-18,672.6588745117188,678.5,692.3333129882812,670.0,692.3333129882812,2174247
2024-03-19,646.601806640625,652.2166748046875,682.0,647.0166625976562,680.0,2106249
2024-03-20,671.88232421875,677.7166748046875,680.0,656.6666870117188,656.6666870117188,2790846
2024-03-21,741.26318359375,747.7000122070312,755.7333374023438,691.683349609375,695.3333129882812,6039216
2024-03-22,726.2930908203125,732.5999755859375,758.2999877929688,730.0,749.6666870117188,1888842
2024-03-26,763.437255859375,770.066650390625,775.0,738.3333129882812,741.3333129882812,3695259
2024-03-27,814.13037109375,821.2000122070312,825.1333618164062,772.3333129882812,777.3333129882812,6939876
2024-03-28,831.4136352539062,838.6333618164062,856.6666870117188,805.25,829.4000244140625,5044320
2024-04-01,895.5236206054688,903.2999877929688,908.0,843.3333129882812,852.4666748046875,9280776
2024-04-02,910.8735961914062,918.7833251953125,925.7000122070312,890.3333129882812,906.183349609375,5563455
2024-04-03,945.5227661132812,953.7333374023438,960.0,908.3333129882812,913.3333129882812,4646682
2024-04-04,955.1062622070312,963.4000244140625,978.6666870117188,925.5,961.3333129882812,4809942
2024-04-05,950.2814331054688,958.5333251953125,978.3333129882812,950.0,956.6666870117188,2663814
2024-04-08,925.8602294921875,933.9000244140625,967.566650390625,923.3499755859375,962.6333618164062,2370213
2024-04-09,907.3541870117188,915.2333374023438,937.5999755859375,911.0,934.0,1593798
2024-04-10,946.2828369140625,954.5,966.6666870117188,898.566650390625,915.2000122070312,3871380
2024-04-12,934.8653564453125,942.9833374023438,984.9666748046875,938.3666381835938,953.5,3536700
2024-04-15,920.0935668945312,928.0833129882812,956.2833251953125,908.3333129882812,915.566650390625,2969838
2024-04-16,937.1124267578125,945.25,951.3499755859375,927.7666625976562,928.3333129882812,2031522
2024-04-18,919.0526123046875,927.0333251953125,965.1666870117188,915.0,952.9000244140625,2191128
2024-04-19,914.9052734375,922.8499755859375,933.3333129882812,901.0833129882812,914.0,1840695
2024-04-22,942.251220703125,950.433349609375,956.6666870117188,932.066650390625,932.066650390625,1670124
2024-04-23,1057.434326171875,1066.61669921875,1082.4666748046875,956.6666870117188,957.433349609375,12193113
2024-04-24,1034.3349609375,1043.316650390625,1088.2332763671875,1023.3333129882812,1080.2833251953125,6382407
2024-04-25,1040.151123046875,1049.183349609375,1074.3333740234375,1043.316650390625,1045.3333740234375,3704553
2024-04-26,1060.9041748046875,1070.11669921875,1076.5999755859375,1037.0,1037.0,2631858
2024-04-29,915.7975463867188,923.75,964.9833374023438,870.7000122070312,909.4833374023438,33735531
2024-04-30,922.0432739257812,930.0499877929688,961.6666870117188,926.0,941.5999755859375,7261494
2024-05-02,944.7131958007812,952.9166870117188,966.6666870117188,943.3333129882812,957.3333129882812,6126543
2024-05-03,942.0693969726562,950.25,964.7999877929688,937.7833251953125,962.566650390625,2830287
2024-05-06,940.2353515625,948.4000244140625,958.3333129882812,925.0,958.3333129882812,2318283
2024-05-07,927.7603149414062,935.816650390625,951.6666870117188,912.6666870117188,951.6666870117188,3082413
2024-05-08,931.7094116210938,939.7999877929688,943.3333129882812,923.4833374023438,925.0,1663095
2024-05-09,895.6062622070312,903.3833618164062,961.6666870117188,900.0,930.3333129882812,3470535
2024-05-10,875.728759765625,883.3333129882812,916.3833618164062,880.0166625976562,904.1666870117188,2548032
2024-05-13,858.4290771484375,865.8833618164062,891.9666748046875,856.316650390625,891.9666748046875,2186991
2024-05-14,886.5184936523438,894.2166748046875,903.316650390625,866.7166748046875,870.0,2209614
2024-05-15,938.8143920898438,946.9666748046875,956.3333129882812,904.9166870117188,905.7666625976562,4480512
2024-05-16,931.3624267578125,939.4500122070312,961.4666748046875,929.6666870117188,961.3333129882812,2026713
2024-05-17,919.6805419921875,927.6666870117188,948.5999755859375,918.3499755859375,940.0,1699452
2024-05-21,900.9431762695312,908.7666625976562,931.3333129882812,906.6666870117188,931.3333129882812,2611626
2024-05-22,877.6620483398438,885.2833251953125,918.3333129882812,883.9833374023438,911.6666870117188,3300306
2024-05-23,863.8156127929688,871.316650390625,894.6500244140625,869.0,885.5,2825529
2024-05-24,902.198974609375,910.0333251953125,920.0,872.316650390625,876.6666870117188,4130778
2024-05-27,893.40869140625,901.1666870117188,914.5999755859375,884.0,912.316650390625,2007516
2024-05-28,893.0946655273438,900.8499755859375,908.6666870117188,894.0166625976562,903.3333129882812,1442682
2024-05-29,871.4989013671875,879.066650390625,899.316650390625,875.7833251953125,896.6666870117188,1577238
2024-05-30,844.2686767578125,851.5999755859375,888.6666870117188,845.433349609375,880.0,2911680
2024-05-31,890.2197265625,897.9500122070312,901.6666870117188,836.4666748046875,857.4833374023438,3787668
2024-06-03,894.8627319335938,902.6333618164062,940.0,900.0,933.0,3464808
2024-06-04,844.9957275390625,852.3333129882812,900.3333129882812,808.3333129882812,900.0,5349744
2024-06-05,879.9091796875,887.5499877929688,892.5,817.433349609375,855.0,3243504
2024-06-06,892.632080078125,900.3833618164062,912.3333129882812,894.3333129882812,900.3333129882812,2552427
2024-06-07,886.237548828125,893.933349609375,902.683349609375,884.1666870117188,900.3833618164062,1808727
2024-06-10,879.2648315429688,886.9000244140625,906.0,884.7166748046875,893.933349609375,1531260
2024-06-11,883.1312255859375,890.7999877929688,896.5833129882812,888.6666870117188,891.6666870117188,2243352
2024-06-12,893.19384765625,900.9500122070312,906.3333129882812,890.0,895.0,2229621
2024-06-13,904.2147827148438,912.066650390625,916.2000122070312,901.6166381835938,903.0,1563909
2024-06-14,916.7420043945312,919.6333618164062,925.9166870117188,900.5833129882812,913.3333129882812,1575462
2024-06-18,909.9135131835938,912.7833251953125,921.5333251953125,908.3333129882812,920.0,1405050
2024-06-19,900.2440185546875,903.0833129882812,912.6666870117188,900.0,912.6666870117188,1297749
2024-06-20,877.0504760742188,879.816650390625,906.6666870117188,864.0,906.6666870117188,2454516
2024-06-21,850.7169189453125,853.4000244140625,890.0,849.0,880.3333129882812,2246088
2024-06-24,830.0321655273438,832.6500244140625,850.0,830.6666870117188,850.0,2889819
2024-06-25,837.5418090820312,840.183349609375,848.3333129882812,833.3333129882812,838.3333129882812,1361511
2024-06-26,844.3702392578125,847.0333251953125,852.0166625976562,833.6666870117188,844.0,1614534
2024-06-27,848.5902709960938,851.2666625976562,855.0,841.6666870117188,850.0,1750407
2024-06-28,858.1434326171875,860.8499755859375,880.9000244140625,853.3499755859375,860.3333129882812,3301551
2024-07-01,855.3356323242188,858.0333251953125,873.25,856.683349609375,866.6666870117188,1750326
2024-07-02,826.4268188476562,829.0333251953125,853.3333129882812,827.6666870117188,853.3333129882812,3238503
2024-07-03,816.6742553710938,819.25,836.5,815.6666870117188,831.6666870117188,2184840
2024-07-04,816.5413208007812,819.1166381835938,833.0,818.0,819.3333129882812,1616826
2024-07-05,799.2625122070312,801.7833251953125,822.8666381835938,798.3333129882812,822.6666870117188,2508012
2024-07-08,790.9553833007812,793.4500122070312,806.6666870117188,785.3333129882812,803.3333129882812,1789026
2024-07-09,776.4178466796875,778.8666381835938,817.9833374023438,776.0,796.6666870117188,3498687
2024-07-10,749.05419921875,751.4166870117188,794.6666870117188,748.3333129882812,777.0,6903681
2024-07-11,775.0721435546875,777.5166625976562,796.0,757.3333129882812,757.3333129882812,7043004
2024-07-12,785.4560546875,787.933349609375,795.0,779.433349609375,787.4166870117188,1855986
2024-07-15,787.9315795898438,790.4166870117188,796.3333129882812,776.6666870117188,793.3333129882812,1986903
2024-07-16,787.9814453125,790.4666748046875,801.5166625976562,788.3333129882812,790.0,1227282
2024-07-18,764.38916015625,766.7999877929688,788.9666748046875,761.3333129882812,788.3333129882812,2261184
2024-07-19,748.5557861328125,750.9166870117188,763.4666748046875,748.5999755859375,762.0,1703772
2024-07-22,733.80224609375,736.1166381835938,766.0,726.6666870117188,740.0,1665978
2024-07-23,739.7667846679688,742.0999755859375,765.0,705.0,735.5999755859375,4473195
2024-07-24,801.9706420898438,804.5,811.6666870117188,747.8666381835938,748.3333129882812,6467664
2024-07-25,820.1798706054688,822.7666625976562,830.1666870117188,787.0166625976562,800.0,4317369
2024-07-26,813.268310546875,815.8333129882812,825.933349609375,807.2333374023438,824.4833374023438,1347549
2024-07-29,810.8593139648438,813.4166870117188,824.316650390625,808.0,822.0999755859375,1328373
2024-07-30,801.5718383789062,804.0999755859375,819.9833374023438,802.5833129882812,813.3333129882812,953781
2024-07-31,849.4708251953125,852.1500244140625,869.2333374023438,791.3333129882812,791.7000122070312,10280913
2024-08-01,878.3131713867188,881.0833129882812,886.6666870117188,857.0833129882812,870.3333129882812,5425512
2024-08-02,851.8798828125,854.566650390625,873.0,852.2833251953125,858.3333129882812,2209836
2024-08-05,793.3644409179688,795.8666381835938,829.5333251953125,780.0,814.6666870117188,4511538
2024-08-06,770.0214233398438,772.4500122070312,830.0,768.7000122070312,811.7833251953125,2738472
2024-08-07,797.0029907226562,799.5166625976562,805.3333129882812,780.6333618164062,793.3333129882812,1844952
2024-08-08,863.8753662109375,866.5999755859375,885.6666870117188,843.3333129882812,885.6666870117188,10929666
2024-08-09,880.7222290039062,883.5,893.6666870117188,854.0499877929688,874.9833374023438,5319696
2024-08-12,854.5215454101562,857.2166748046875,881.6666870117188,855.3333129882812,866.6666870117188,1954155
2024-08-13,861.3001708984375,864.0166625976562,872.5999755859375,848.0,862.6666870117188,1869564
2024-08-14,850.5507202148438,853.2333374023438,870.3333129882812,841.6666870117188,870.0,1248081
2024-08-16,879.2103881835938,881.9833374023438,892.3333129882812,847.5166625976562,857.6666870117188,3863127
2024-08-19,889.261962890625,892.066650390625,906.6666870117188,882.0,890.6500244140625,2372391
2024-08-20,898.167236328125,901.0,921.0,884.0,894.5,4047696
2024-08-21,893.8143310546875,896.6333618164062,918.1666870117188,887.433349609375,906.0,1629333
2024-08-22,906.0922241210938,908.9500122070312,916.6666870117188,889.8333129882812,897.3333129882812,2293833
2024-08-23,911.0100708007812,913.8833618164062,933.3333129882812,900.3666381835938,908.9500122070312,4193580
2024-08-26,906.3580932617188,909.2166748046875,922.3333129882812,903.3666381835938,918.4666748046875,1152153
2024-08-27,897.25341796875,900.0833129882812,917.816650390625,893.6666870117188,911.0,1470462
2024-08-28,923.96923828125,926.8833618164062,945.1333618164062,913.8333129882812,921.6666870117188,4713192
2024-08-29,934.3032836914062,937.25,945.6666870117188,920.7333374023438,928.0,3240267
2024-08-30,941.248046875,944.2166748046875,950.0,935.3333129882812,946.3333129882812,1986060
2024-09-02,918.8021850585938,921.7000122070312,946.5,917.0,946.5,1693917
2024-09-03,907.7869262695312,910.6500244140625,926.066650390625,900.0333251953125,920.0333251953125,1309488
2024-09-04,917.2237548828125,920.1166381835938,938.3333129882812,900.3333129882812,901.6666870117188,2265771
2024-09-05,960.5039672851562,963.5333251953125,965.0,922.6666870117188,922.6666870117188,4593615
2024-09-06,938.4568481445312,941.4166870117188,977.4833374023438,935.0,967.3666381835938,2168640
2024-09-09,941.9624633789062,944.933349609375,949.6666870117188,913.7666625976562,939.7333374023438,1666857
2024-09-10,947.2457885742188,950.2333374023438,956.6666870117188,937.7166748046875,946.6666870117188,1333026
2024-09-11,957.6130981445312,960.6333618164062,981.9666748046875,942.933349609375,950.3333129882812,2190396
2024-09-12,953.3265991210938,956.3333129882812,968.3333129882812,943.9166870117188,962.6666870117188,1153908
2024-09-13,964.5245971679688,967.566650390625,978.5,958.0,964.0,2262765
2024-09-16,1140.3367919921875,1143.933349609375,1153.0,985.0,986.6666870117188,31976859
2024-09-17,1107.739501953125,1111.2332763671875,1185.6666259765625,1105.0,1140.0,12246828
2024-09-18,1294.6334228515625,1298.7166748046875,1315.0,1115.0,1116.0,46895184
2024-09-19,1233.17724609375,1237.066650390625,1298.6666259765625,1191.9832763671875,1298.6666259765625,18736551
2024-09-20,1324.140380859375,1328.316650390625,1350.0,1226.3499755859375,1245.0,20518782
2024-09-23,1306.6622314453125,1310.7833251953125,1400.0,1298.683349609375,1333.6666259765625,15611166
2024-09-24,1322.54541015625,1326.7166748046875,1359.0,1303.7332763671875,1317.3333740234375,7338030
2024-09-25,1275.26123046875,1279.2833251953125,1334.3333740234375,1275.36669921875,1331.0,4750377
2024-09-26,1249.0771484375,1253.0167236328125,1313.316650390625,1245.0,1311.6666259765625,5730153
2024-09-27,1211.49560546875,1215.316650390625,1257.199951171875,1208.3333740234375,1253.3333740234375,2925336
2024-09-30,1224.3551025390625,1228.2166748046875,1275.0,1193.316650390625,1193.3333740234375,8310687
2024-10-01,1282.255859375,1286.300048828125,1306.6666259765625,1230.0333251953125,1248.3333740234375,10898970
2024-10-03,1313.7232666015625,1317.86669921875,1411.6666259765625,1248.3499755859375,1266.6666259765625,33666390
2024-10-04,1365.077880859375,1369.38330078125,1398.0999755859375,1283.6666259765625,1326.6666259765625,22813737
2024-10-07,1271.47314453125,1275.4832763671875,1420.0,1260.3499755859375,1396.6666259765625,18471468
2024-10-08,1409.7703857421875,1414.2166748046875,1425.0,1277.050048828125,1287.949951171875,21072588
2024-10-09,1389.301513671875,1393.683349609375,1465.0,1386.6666259765625,1435.6666259765625,16570605
2024-10-10,1400.9647216796875,1405.38330078125,1449.6666259765625,1388.550048828125,1406.3333740234375,10436880
2024-10-11,1494.1043701171875,1498.816650390625,1516.6666259765625,1416.2332763671875,1421.6666259765625,19460430
2024-10-14,1598.126220703125,1603.1666259765625,1663.2667236328125,1511.9832763671875,1512.0,38131941
2024-10-15,1579.10302734375,1584.0833740234375,1629.13330078125,1556.6666259765625,1620.0,12606870
2024-10-16,1502.54443359375,1507.2833251953125,1541.6666259765625,1473.300048828125,1525.0,18922134
2024-10-17,1414.721435546875,1419.183349609375,1518.933349609375,1400.0,1509.5167236328125,10883109
2024-10-18,1420.453369140625,1424.933349609375,1481.0,1367.0,1412.3333740234375,17133642
2024-10-21,1440.257568359375,1444.800048828125,1486.3333740234375,1437.0333251953125,1440.3333740234375,8399076
2024-10-22,1359.1300048828125,1363.4166259765625,1454.6666259765625,1350.36669921875,1453.3333740234375,8449722
2024-10-23,1419.921630859375,1424.4000244140625,1466.6666259765625,1337.0,1370.0,10116579
2024-10-24,1437.117431640625,1441.6500244140625,1459.933349609375,1425.183349609375,1431.6666259765625,6044799
2024-10-25,1349.9921875,1354.25,1441.63330078125,1331.2166748046875,1441.63330078125,7136559
2024-10-28,1384.034912109375,1388.4000244140625,1416.0,1362.36669921875,1373.3333740234375,5329038
2024-10-29,1423.5269775390625,1428.0167236328125,1433.3333740234375,1379.0333251953125,1395.3333740234375,4742361
2024-10-30,1442.334228515625,1446.88330078125,1508.0,1419.5333251953125,1431.0,9406821
2024-10-31,1483.8533935546875,1488.5333251953125,1497.433349609375,1438.36669921875,1455.0,5852634
2024-11-01,1483.205322265625,1487.88330078125,1508.0,1471.5167236328125,1494.0999755859375,1532865
2024-11-04,1466.5911865234375,1471.2166748046875,1520.0,1457.3333740234375,1481.3333740234375,6472092
2024-11-05,1529.49267578125,1534.316650390625,1541.6666259765625,1467.433349609375,1481.6666259765625,8041224
2024-11-06,1556.6072998046875,1561.5167236328125,1605.0,1539.4832763671875,1549.3333740234375,9576756
2024-11-07,1618.9107666015625,1624.0167236328125,1632.4666748046875,1566.6666259765625,1571.8499755859375,9629979
2024-11-08,1559.714111328125,1564.63330078125,1656.3333740234375,1550.0999755859375,1634.6666259765625,9576687
2024-11-11,1536.2049560546875,1541.050048828125,1582.5833740234375,1520.0,1558.3333740234375,5962818
2024-11-12,1554.4971923828125,1559.4000244140625,1594.63330078125,1540.3499755859375,1558.3333740234375,5430138
2024-11-13,1492.559326171875,1497.2667236328125,1596.3333740234375,1483.9000244140625,1579.183349609375,10943595
2024-11-14,1511.167236328125,1515.933349609375,1555.0,1498.3333740234375,1499.6666259765625,5635623
2024-11-18,1563.7347412109375,1568.6666259765625,1580.0,1490.61669921875,1521.3333740234375,7523148
2024-11-19,1570.8289794921875,1575.7833251953125,1619.3333740234375,1564.5333251953125,1582.6666259765625,6986577
2024-11-21,1560.1295166015625,1565.050048828125,1606.0,1523.3333740234375,1580.0,7241706
2024-11-22,1568.3701171875,1573.316650390625,1594.9000244140625,1553.699951171875,1575.0,4594842
2024-11-25,1557.3548583984375,1562.2667236328125,1651.6666259765625,1529.050048828125,1613.3333740234375,36848079
2024-11-26,1472.3895263671875,1477.0333251953125,1553.0,1464.0,1532.6666259765625,13147269
2024-11-27,1487.3922119140625,1492.0833740234375,1499.6666259765625,1426.6666259765625,1486.0,8957277
2024-11-28,1519.8564453125,1524.6500244140625,1533.3333740234375,1490.0833740234375,1509.3333740234375,4793631
2024-11-29,1552.0216064453125,1556.9166259765625,1569.5999755859375,1528.8333740234375,1537.6666259765625,6712614
2024-12-02,1516.5003662109375,1521.2833251953125,1562.63330078125,1510.5333251953125,1553.3333740234375,4738488
2024-12-03,1499.8695068359375,1504.5999755859375,1541.3333740234375,1497.5,1524.0,3827790
2024-12-04,1519.2252197265625,1524.0167236328125,1531.6666259765625,1495.199951171875,1512.0999755859375,4303485
2024-12-05,1726.18896484375,1731.63330078125,1750.0,1530.5,1533.0,35839431
2024-12-06,1793.1611328125,1798.816650390625,1815.0,1748.86669921875,1760.4832763671875,18892569
2024-12-09,1816.6370849609375,1822.36669921875,1869.316650390625,1769.9666748046875,1792.3333740234375,12259188
2024-12-10,1816.387939453125,1822.11669921875,1845.2332763671875,1784.0167236328125,1829.0,7254930
2024-12-11,1844.91455078125,1850.7332763671875,1859.63330078125,1809.0167236328125,1819.6666259765625,4759470
2024-12-12,1864.353271484375,1870.2332763671875,1905.9000244140625,1857.3499755859375,1863.2166748046875,6046395
2024-12-13,1872.4111328125,1878.316650390625,1884.6666259765625,1827.0,1868.3333740234375,5323011
2024-12-16,1881.9976806640625,1887.933349609375,1911.9832763671875,1873.3333740234375,1885.0,4867221
2024-12-17,1903.297119140625,1909.300048828125,1922.3333740234375,1884.683349609375,1890.7332763671875,4324800
2024-12-18,1871.5804443359375,1877.4832763671875,1917.0999755859375,1854.0,1915.6666259765625,4058544
2024-12-19,1924.413818359375,1930.4832763671875,1934.183349609375,1818.3333740234375,1833.3333740234375,5990652
2024-12-20,1841.8077392578125,1847.61669921875,1945.9832763671875,1837.4166259765625,1940.3333740234375,4851843
2024-12-23,1843.61865234375,1849.433349609375,1881.3333740234375,1808.3333740234375,1866.6666259765625,4435104
2024-12-24,1810.8221435546875,1816.5333251953125,1855.0,1807.300048828125,1852.6500244140625,2915256
2024-12-26,1808.4130859375,1814.11669921875,1825.61669921875,1785.7667236328125,1816.3333740234375,2569077
2024-12-27,1753.9681396484375,1759.5,1830.5333251953125,1752.38330078125,1824.5,3015999
2024-12-30,1763.9366455078125,1769.5,1789.3333740234375,1740.5167236328125,1750.0,5874153
2024-12-31,1769.55224609375,1775.13330078125,1783.3333740234375,1738.4666748046875,1769.3333740234375,2706738
2025-01-01,1802.9801025390625,1808.6666259765625,1812.86669921875,1765.3333740234375,1776.0,2473389
2025-01-02,1816.3380126953125,1822.066650390625,1833.3333740234375,1786.63330078125,1815.4832763671875,2476923
2025-01-03,1774.320556640625,1779.9166259765625,1853.800048828125,1771.0333251953125,1831.183349609375,3176421
2025-01-06,1691.0,1696.3333740234375,1792.5,1684.9832763671875,1783.3333740234375,3817821
2025-01-07,1790.4530029296875,1796.0999755859375,1821.6666259765625,1696.6666259765625,1696.6666259765625,6021834
2025-01-08,1794.4736328125,1800.13330078125,1812.9832763671875,1752.3333740234375,1797.3333740234375,3800709
2025-01-09,1729.628173828125,1735.0833740234375,1809.6666259765625,1730.3499755859375,1800.13330078125,2893500
2025-01-10,1701.84912109375,1707.2166748046875,1753.3333740234375,1688.8333740234375,1728.1500244140625,3925527
2025-01-13,1713.4625244140625,1718.86669921875,1749.9666748046875,1674.36669921875,1690.1666259765625,6251274
2025-01-14,1810.5728759765625,1816.2833251953125,1832.63330078125,1734.0167236328125,1758.3333740234375,7227348
2025-01-15,1922.6029052734375,1928.6666259765625,1936.3333740234375,1850.0,1850.0,10900698
2025-01-16,1991.9342041015625,1998.2166748046875,2010.300048828125,1938.0167236328125,1943.3333740234375,8259705
2025-01-17,1993.296630859375,1999.5833740234375,2008.2166748046875,1958.3333740234375,1992.3333740234375,3597489
2025-01-20,1986.9998779296875,1993.2667236328125,2044.4666748046875,1971.6500244140625,2023.3333740234375,3832356
2025-01-21,1923.8988037109375,1929.9666748046875,2003.2332763671875,1913.88330078125,2000.316650390625,4172727
2025-01-22,1913.531494140625,1919.566650390625,1938.3333740234375,1867.0,1933.3333740234375,4651524
2025-01-23,1963.7066650390625,1969.9000244140625,1983.3333740234375,1905.4166259765625,1921.63330078125,4069887
2025-01-24,1939.084228515625,1945.199951171875,2016.5999755859375,1937.4166259765625,1970.0,3725880
2025-01-27,1808.0142822265625,1813.7166748046875,1921.0999755859375,1790.3333740234375,1903.0,6137661
2025-01-28,1713.5123291015625,1718.9166259765625,1829.3333740234375,1710.550048828125,1813.7166748046875,8450283
2025-01-29,1781.963134765625,1787.5833740234375,1794.800048828125,1712.0167236328125,1716.6666259765625,5106936
2025-01-30,1740.8096923828125,1746.300048828125,1808.9666748046875,1730.683349609375,1807.5167236328125,4410945
2025-01-31,1763.08935546875,1768.6500244140625,1772.88330078125,1739.3499755859375,1751.6666259765625,3307665
2025-02-01,1795.6865234375,1801.3499755859375,1823.1500244140625,1750.3333740234375,1774.5,3763836
2025-02-03,1799.4578857421875,1805.13330078125,1813.3333740234375,1756.6666259765625,1777.0,3367482
2025-02-04,1849.2841796875,1855.11669921875,1864.550048828125,1817.316650390625,1822.6666259765625,3765051
2025-02-05,1938.2535400390625,1944.36669921875,1951.6666259765625,1856.6666259765625,1872.816650390625,6223398
2025-02-06,1850.01513671875,1855.8499755859375,1952.6666259765625,1840.0,1952.6666259765625,5869194
2025-02-07,1902.698974609375,1908.699951171875,1916.2332763671875,1821.0333251953125,1833.3333740234375,8037120
2025-02-10,1870.6334228515625,1876.5333251953125,1931.6500244140625,1866.6666259765625,1910.0,4127682
2025-02-11,1723.6138916015625,1729.050048828125,1888.0167236328125,1717.0,1883.3333740234375,7226934
2025-02-12,1779.487548828125,1785.0999755859375,1811.6666259765625,1681.36669921875,1731.3333740234375,12795258
2025-02-13,1746.308837890625,1751.816650390625,1798.316650390625,1735.3333740234375,1788.0,5861415
2025-02-14,1701.483642578125,1706.8499755859375,1778.3333740234375,1688.6666259765625,1778.3333740234375,7142661
2025-02-17,1730.7745361328125,1736.2332763671875,1744.6666259765625,1657.0,1699.8333740234375,5759442
2025-02-18,1723.264892578125,1728.699951171875,1742.3333740234375,1696.6666259765625,1736.3333740234375,3758523
2025-02-19,1871.0986328125,1877.0,1891.566650390625,1716.6500244140625,1718.3333740234375,11830863
2025-02-20,1980.1380615234375,1986.38330078125,1994.3333740234375,1868.1666259765625,1895.6666259765625,14665710
2025-02-21,1913.2325439453125,1919.2667236328125,2015.816650390625,1904.1500244140625,1979.9666748046875,10079220
2025-02-24,1863.8714599609375,1869.75,1914.0,1862.0,1883.3333740234375,4462383
2025-02-25,1828.23388671875,1834.0,1888.449951171875,1830.0,1883.3333740234375,5196522
2025-02-27,1715.4229736328125,1720.8333740234375,1841.3333740234375,1706.6666259765625,1838.316650390625,8244900
2025-02-28,1539.71044921875,1544.566650390625,1733.0,1517.066650390625,1706.6666259765625,21537918
2025-03-03,1448.581298828125,1453.1500244140625,1538.3333740234375,1447.88330078125,1538.3333740234375,19020465
2025-03-04,1479.882568359375,1484.550048828125,1521.6500244140625,1395.6666259765625,1427.36669921875,19251951
2025-03-05,1428.52783203125,1433.0333251953125,1457.550048828125,1345.0333251953125,1433.3333740234375,32713731
2025-03-06,1413.3590087890625,1417.816650390625,1461.25,1405.0,1460.0,14681475
2025-03-07,1388.3878173828125,1392.7667236328125,1441.5999755859375,1387.3499755859375,1409.9666748046875,11041449
2025-03-10,1328.7923583984375,1332.9832763671875,1411.2667236328125,1325.3499755859375,1390.0,12517161
2025-03-11,1265.9239501953125,1269.9166259765625,1326.316650390625,1227.3333740234375,1306.6666259765625,21787773
2025-03-12,1333.9261474609375,1338.13330078125,1356.300048828125,1288.3333740234375,1288.3333740234375,18983265
2025-03-13,1304.63525390625,1308.75,1353.11669921875,1300.0,1338.13330078125,11311809
2025-03-17,1316.6307373046875,1320.7833251953125,1341.6666259765625,1300.3333740234375,1323.199951171875,8727396
2025-03-18,1316.6307373046875,1320.7833251953125,1320.7833251953125,1320.7833251953125,1320.7833251953125,0
2025-03-19,1459.5467529296875,1464.1500244140625,1471.0833740234375,1385.1666259765625,1388.0,15512586
2025-03-20,1488.0068359375,1492.699951171875,1517.6666259765625,1451.6666259765625,1478.0,16108614
2025-03-21,1588.24072265625,1593.25,1616.6666259765625,1485.0333251953125,1496.3333740234375,21103122
2025-03-24,1546.8048095703125,1551.683349609375,1636.300048828125,1540.566650390625,1613.3333740234375,17437431
2025-03-25,1545.675048828125,1550.550048828125,1592.433349609375,1538.5999755859375,1561.3333740234375,12418947
2025-03-26,1486.8770751953125,1491.566650390625,1562.3333740234375,1484.3333740234375,1556.6666259765625,8879835
2025-03-27,1556.540771484375,1561.449951171875,1578.3333740234375,1526.066650390625,1550.0,20801976
2025-03-28,1820.8570556640625,1826.5999755859375,1844.800048828125,1666.6666259765625,1666.6666259765625,56319333
2025-04-01,1816.2716064453125,1822.0,1858.5,1810.0,1848.0,13947345
2025-04-02,1879.0235595703125,1884.949951171875,1893.3333740234375,1810.0,1823.0,14559132
2025-04-03,1867.7259521484375,1873.61669921875,1929.066650390625,1853.8333740234375,1858.6666259765625,13500360
2025-04-04,1833.36767578125,1839.1500244140625,1886.550048828125,1820.933349609375,1874.4832763671875,11404995
2025-04-07,1722.052001953125,1727.4832763671875,1750.0,1659.449951171875,1666.683349609375,12643101
2025-04-08,1840.2625732421875,1846.066650390625,1852.949951171875,1784.183349609375,1800.0,10422066
2025-04-09,1843.63525390625,1849.449951171875,1870.0,1802.5333251953125,1833.4000244140625,9485910
2025-04-11,1875.6676025390625,1881.5833740234375,1908.0,1860.6666259765625,1899.13330078125,7930965
2025-04-15,1979.7559814453125,1986.0,1991.6666259765625,1907.0,1917.0,7914093
2025-04-16,1970.6181640625,1976.8333740234375,1999.3333740234375,1953.3333740234375,1995.6666259765625,6664080
2025-04-17,1970.7843017578125,1977.0,2013.3333740234375,1955.1666259765625,1969.6666259765625,7753470
2025-04-21,2088.413330078125,2095.0,2104.333251953125,1990.0,1993.6666259765625,12255681
2025-04-22,2073.958740234375,2080.5,2136.0,2075.0,2116.0,10094400
2025-04-23,2139.585205078125,2146.333251953125,2153.0,2075.0,2099.666748046875,11014368
2025-04-24,2157.69482421875,2164.5,2188.0,2140.0,2150.0,8304210
2025-04-25,2094.560546875,2101.166748046875,2198.333251953125,2057.5,2175.0,12844959
2025-04-28,2181.287109375,2188.166748046875,2199.166748046875,2090.666748046875,2100.0,8723934
2025-04-29,2206.872802734375,2213.833251953125,2269.333251953125,2187.166748046875,2200.333251953125,11040702
