Date,Open,High,Low,Close,Adj Close,Volume
2024-03-14,983.3092041015625,1010.2166748046875,1039.449951171875,946.683349609375,958.3333129882812,788556
2024-03-15,954.8381958007812,980.9666748046875,1028.0167236328125,958.3333129882812,1010.1500244140625,571260
2024-03-18,1015.624755859375,1043.4166259765625,1062.6666259765625,971.25,989.0,1408998
2024-03-19,994.4866333007812,1021.7000122070312,1059.9000244140625,1015.3333129882812,1039.683349609375,478581
2024-03-20,966.469970703125,992.9166870117188,1037.2833251953125,988.2000122070312,1023.3333129882812,293124
2024-03-21,990.9176025390625,1018.0333251953125,1024.4000244140625,995.8666381835938,1003.0833129882812,204300
2024-03-22,1014.9921875,1042.7667236328125,1056.3333740234375,1015.3333129882812,1020.0,245040
2024-03-26,994.0324096679688,1021.2333374023438,1051.933349609375,1015.8666381835938,1043.0,156198
2024-03-27,999.5481567382812,1026.9000244140625,1044.0,1017.0,1029.683349609375,176121
2024-03-28,1002.305908203125,1029.7332763671875,1046.3333740234375,1020.0,1033.0,254556
2024-04-01,1005.4368896484375,1032.949951171875,1056.2166748046875,1030.0,1039.7166748046875,110232
2024-04-02,1087.6053466796875,1117.36669921875,1126.3333740234375,1033.800048828125,1043.2833251953125,945696
2024-04-03,1069.727783203125,1099.0,1129.2667236328125,1093.6666259765625,1116.300048828125,274950
2024-04-04,1040.4942626953125,1068.9666748046875,1109.63330078125,1061.816650390625,1105.199951171875,180189
2024-04-05,1037.752685546875,1066.1500244140625,1082.25,1060.0,1068.9666748046875,134220
2024-04-08,1061.859619140625,1090.9166259765625,1095.0,1067.0167236328125,1069.7332763671875,141537
2024-04-09,1014.2622680664062,1042.0167236328125,1102.0,1037.9000244140625,1097.6500244140625,213867
2024-04-10,1003.9931640625,1031.4666748046875,1055.183349609375,1026.6666259765625,1049.183349609375,172818
2024-04-12,988.9547119140625,1016.0166625976562,1073.3333740234375,1001.683349609375,1024.0,789873
2024-04-15,969.4550170898438,995.9833374023438,1015.6666870117188,969.183349609375,1015.6666870117188,195285
2024-04-16,974.8571166992188,1001.5333251953125,1017.3333129882812,973.3333129882812,973.3333129882812,143163
2024-04-18,972.73193359375,999.3499755859375,1032.933349609375,994.566650390625,1017.4666748046875,139473
2024-04-19,992.4100952148438,1019.566650390625,1023.0999755859375,986.6666870117188,992.6666870117188,139551
2024-04-22,997.0011596679688,1024.2833251953125,1032.11669921875,1020.2999877929688,1024.36669921875,66774
2024-04-23,1012.8831787109375,1040.5999755859375,1047.0833740234375,1020.4166870117188,1024.9832763671875,110892
2024-04-24,1015.93310546875,1043.7332763671875,1053.9666748046875,1039.949951171875,1050.0,67815
2024-04-25,1119.2720947265625,1149.9000244140625,1162.6666259765625,1043.11669921875,1048.066650390625,1901670
2024-04-26,1074.7567138671875,1104.1666259765625,1149.9000244140625,1097.9832763671875,1148.3333740234375,338652
2024-04-29,1074.52978515625,1103.933349609375,1116.2667236328125,1086.683349609375,1109.9666748046875,202359
2024-04-30,1085.2691650390625,1114.9666748046875,1119.933349609375,1102.199951171875,1110.2166748046875,122820
2024-05-02,1067.7808837890625,1097.0,1128.933349609375,1075.38330078125,1114.9666748046875,288198
2024-05-03,1099.318115234375,1129.4000244140625,1179.5999755859375,1093.3333740234375,1098.75,1556007
2024-05-06,1065.2015380859375,1094.3499755859375,1136.38330078125,1088.3333740234375,1131.699951171875,131349
2024-05-07,1031.84765625,1060.0833740234375,1095.0,1041.699951171875,1095.0,208722
2024-05-08,1069.9385986328125,1099.2166748046875,1106.3333740234375,1047.5167236328125,1053.3333740234375,195324
2024-05-09,1118.9637451171875,1149.5833740234375,1180.0,1083.6666259765625,1099.2166748046875,1031685
2024-05-10,1101.8973388671875,1132.050048828125,1156.6666259765625,1109.8499755859375,1156.6666259765625,176685
2024-05-13,1075.98974609375,1105.433349609375,1131.6666259765625,1091.63330078125,1131.6666259765625,129720
2024-05-14,1169.6761474609375,1201.683349609375,1211.9832763671875,1086.7833251953125,1099.949951171875,1062279
2024-05-15,1150.30615234375,1181.7833251953125,1229.3333740234375,1175.683349609375,1188.183349609375,313743
2024-05-16,1167.226318359375,1199.1666259765625,1207.2166748046875,1177.9666748046875,1181.7833251953125,176508
2024-05-17,1295.434814453125,1330.88330078125,1429.3333740234375,1203.183349609375,1210.0,2208792
2024-05-21,1276.1622314453125,1311.0833740234375,1376.3333740234375,1301.683349609375,1376.3333740234375,319902
2024-05-22,1275.7564697265625,1310.6666259765625,1333.3333740234375,1270.6666259765625,1322.6666259765625,252063
2024-05-23,1268.667236328125,1303.38330078125,1334.0,1296.0,1308.3333740234375,342057
2024-05-24,1250.83837890625,1285.066650390625,1326.0,1277.3333740234375,1303.38330078125,155880
2024-05-27,1283.2353515625,1318.3499755859375,1329.3333740234375,1265.8333740234375,1285.9832763671875,247941
2024-05-28,1257.8468017578125,1292.2667236328125,1330.0,1288.3333740234375,1330.0,159450
2024-05-29,1256.4676513671875,1290.8499755859375,1340.3333740234375,1281.3333740234375,1340.3333740234375,234846
2024-05-30,1247.821044921875,1281.9666748046875,1371.6666259765625,1263.550048828125,1290.0167236328125,1236324
2024-05-31,1259.566162109375,1294.0333251953125,1328.300048828125,1250.88330078125,1276.2833251953125,454278
2024-06-03,1214.564453125,1247.800048828125,1296.6500244140625,1238.5,1256.6666259765625,463641
2024-06-04,1151.798583984375,1183.316650390625,1253.316650390625,1103.3333740234375,1253.316650390625,287559
2024-06-05,1187.8778076171875,1220.38330078125,1227.3333740234375,1140.0167236328125,1198.3333740234375,172701
2024-06-06,1226.439453125,1260.0,1276.3333740234375,1220.0,1223.38330078125,197691
2024-06-07,1246.653076171875,1280.7667236328125,1286.2332763671875,1260.0,1264.0833740234375,185433
2024-06-10,1264.6114501953125,1299.2166748046875,1321.6666259765625,1283.3333740234375,1291.183349609375,173073
2024-06-11,1257.6033935546875,1292.0167236328125,1322.933349609375,1264.0833740234375,1300.0,181410
2024-06-12,1258.528076171875,1292.9666748046875,1319.6666259765625,1268.3499755859375,1288.699951171875,224628
2024-06-13,1252.2984619140625,1286.566650390625,1313.63330078125,1280.0,1306.6666259765625,173988
2024-06-14,1328.1072998046875,1364.449951171875,1385.0,1280.6666259765625,1296.3333740234375,1175595
2024-06-18,1377.7813720703125,1415.4832763671875,1454.6666259765625,1357.4000244140625,1380.0,733965
2024-06-19,1358.7197265625,1395.9000244140625,1441.4166259765625,1370.0,1415.3333740234375,540501
2024-06-20,1387.30419921875,1425.2667236328125,1449.9666748046875,1375.8499755859375,1400.0,348792
2024-06-21,1383.718994140625,1421.5833740234375,1474.9832763671875,1416.6666259765625,1433.3333740234375,296166
2024-06-24,1403.0562744140625,1441.449951171875,1481.3333740234375,1401.75,1420.0,309300
2024-06-25,1432.0302734375,1471.2166748046875,1477.3333740234375,1440.0,1443.3333740234375,230817
2024-06-26,1436.5401611328125,1475.8499755859375,1496.6666259765625,1453.3333740234375,1471.2166748046875,266769
2024-06-27,1395.5777587890625,1433.7667236328125,1480.0,1423.3333740234375,1480.0,259272
2024-06-28,1338.214111328125,1374.8333740234375,1425.6666259765625,1371.3333740234375,1425.6666259765625,320133
2024-07-01,1381.788330078125,1419.5999755859375,1429.6666259765625,1383.816650390625,1395.5,226212
2024-07-02,1370.4974365234375,1408.0,1430.5333251953125,1399.316650390625,1420.0,246993
2024-07-03,1391.083984375,1429.1500244140625,1440.0,1405.9166259765625,1415.0,146580
2024-07-04,1413.406494140625,1452.0833740234375,1483.0,1425.8499755859375,1435.0,371172
2024-07-05,1405.8955078125,1444.36669921875,1470.2166748046875,1438.3333740234375,1453.3333740234375,86826
2024-07-08,1370.95166015625,1408.4666748046875,1473.3333740234375,1401.6666259765625,1450.0,149769
2024-07-09,1327.523193359375,1363.8499755859375,1440.800048828125,1360.6666259765625,1422.86669921875,175740
2024-07-10,1297.05712890625,1332.550048828125,1380.0,1316.683349609375,1370.0,174471
2024-07-11,1331.09228515625,1367.5167236328125,1375.7833251953125,1316.9832763671875,1329.0,193389
2024-07-12,1316.345947265625,1352.36669921875,1404.6500244140625,1339.3333740234375,1380.0,167043
2024-07-15,1536.050537109375,1578.0833740234375,1607.0999755859375,1366.6666259765625,1366.6666259765625,8447688
2024-07-16,1440.5308837890625,1479.949951171875,1582.933349609375,1470.38330078125,1578.0833740234375,1276110
2024-07-18,1392.6414794921875,1430.75,1478.3333740234375,1420.0,1473.3333740234375,629769
2024-07-19,1365.4359130859375,1402.800048828125,1434.3333740234375,1390.0,1430.0,343371
2024-07-22,1387.83935546875,1425.816650390625,1446.6666259765625,1377.0,1400.0,273780
2024-07-23,1343.486572265625,1380.25,1422.88330078125,1351.0833740234375,1419.7833251953125,373761
2024-07-24,1355.63720703125,1392.7332763671875,1420.0,1386.0,1394.066650390625,250845
2024-07-25,1393.3553466796875,1431.4832763671875,1535.0,1368.88330078125,1375.0,3127134
2024-07-26,1395.9832763671875,1434.183349609375,1447.4666748046875,1412.199951171875,1446.6666259765625,294141
2024-07-29,1383.8974609375,1421.7667236328125,1448.4666748046875,1418.4000244140625,1434.183349609375,173370
2024-07-30,1375.8184814453125,1413.4666748046875,1428.1666259765625,1408.0833740234375,1422.9000244140625,126171
2024-07-31,1371.9412841796875,1409.4832763671875,1429.36669921875,1396.683349609375,1418.5999755859375,181383
2024-08-01,1377.4083251953125,1415.0999755859375,1493.300048828125,1409.5,1416.5999755859375,964359
2024-08-02,1357.243408203125,1394.38330078125,1439.949951171875,1388.3333740234375,1413.2332763671875,225249
2024-08-05,1294.4127197265625,1329.8333740234375,1380.0,1321.8333740234375,1374.11669921875,220515
2024-08-06,1320.920654296875,1357.066650390625,1376.5333251953125,1333.6666259765625,1350.0,120327
2024-08-07,1359.7740478515625,1396.9832763671875,1416.5167236328125,1363.8333740234375,1380.0,276021
2024-08-08,1339.2525634765625,1375.9000244140625,1403.3333740234375,1370.0333251953125,1393.3499755859375,156558
2024-08-09,1437.351318359375,1476.683349609375,1485.1500244140625,1387.2166748046875,1387.2166748046875,1056462
2024-08-12,1442.055908203125,1481.5167236328125,1533.300048828125,1470.5333251953125,1476.6666259765625,535299
2024-08-13,1424.7947998046875,1463.7833251953125,1503.5999755859375,1457.4166259765625,1481.683349609375,159129
2024-08-14,1409.2049560546875,1447.7667236328125,1491.3333740234375,1433.316650390625,1464.0,224838
2024-08-16,1471.5650634765625,1511.8333740234375,1543.0,1455.3333740234375,1455.3333740234375,711003
2024-08-19,1699.689208984375,1746.199951171875,1814.199951171875,1506.6666259765625,1511.8333740234375,3831288
2024-08-20,1896.6173095703125,1948.5167236328125,1996.6666259765625,1728.3333740234375,1800.0,4991631
2024-08-21,1835.5548095703125,1885.7833251953125,1925.61669921875,1851.9166259765625,1880.0,1798257
2024-08-22,1826.875732421875,1876.86669921875,1895.9666748046875,1849.0,1881.6666259765625,350607
2024-08-23,1770.4267578125,1800.7833251953125,1876.3333740234375,1793.3333740234375,1866.6666259765625,317256
2024-08-26,1863.4320068359375,1895.38330078125,1960.0,1817.0,1826.7332763671875,925215
2024-08-27,1879.44091796875,1911.6666259765625,1921.6666259765625,1871.6666259765625,1890.3333740234375,269997
2024-08-28,1900.3162841796875,1932.9000244140625,1963.3333740234375,1900.3333740234375,1916.6666259765625,241152
2024-08-29,2008.87158203125,2043.316650390625,2182.9833984375,1921.683349609375,1942.2667236328125,2641146
2024-08-30,2132.89501953125,2169.466552734375,2190.0,2006.0,2044.6666259765625,1081359
2024-09-02,2188.04931640625,2225.566650390625,2260.0,2141.683349609375,2183.333251953125,917094
2024-09-03,2174.629638671875,2211.916748046875,2291.333251953125,2179.166748046875,2233.333251953125,906264
2024-09-04,2087.16259765625,2122.949951171875,2223.333251953125,2095.083251953125,2199.2666015625,706473
2024-09-05,2101.320068359375,2137.35009765625,2191.61669921875,2117.5166015625,2139.966552734375,316047
2024-09-06,2361.459228515625,2401.949951171875,2440.0,2108.333251953125,2127.9833984375,2962314
2024-09-09,2242.941650390625,2281.39990234375,2376.566650390625,2255.433349609375,2371.666748046875,872274
2024-09-10,2217.134033203125,2255.14990234375,2297.9833984375,2239.0,2293.0166015625,345117
2024-09-11,2167.73095703125,2204.89990234375,2273.333251953125,2200.0,2255.14990234375,374550
2024-09-12,2175.399658203125,2212.699951171875,2279.5,2200.5,2224.89990234375,349464
2024-09-13,2397.8193359375,2438.933349609375,2476.9833984375,2196.11669921875,2219.9833984375,2019282
2024-09-16,2698.873779296875,2745.14990234375,2826.666748046875,2466.666748046875,2485.64990234375,2076798
2024-09-17,2535.80322265625,2579.283447265625,2706.783447265625,2563.716552734375,2701.833251953125,862515
2024-09-18,2484.254150390625,2526.85009765625,2602.166748046875,2506.0166015625,2585.333251953125,504066
2024-09-19,2548.8134765625,2592.5166015625,2723.333251953125,2486.666748046875,2536.333251953125,1338108
2024-09-20,2490.021484375,2532.716552734375,2650.0,2500.0,2606.666748046875,2266872
2024-09-23,2409.4697265625,2450.783447265625,2540.783447265625,2420.0166015625,2433.333251953125,580935
2024-09-24,2394.82080078125,2435.88330078125,2475.316650390625,2425.800048828125,2475.083251953125,203406
2024-09-25,2331.309814453125,2371.283447265625,2443.316650390625,2366.666748046875,2429.949951171875,163311
2024-09-26,2338.880126953125,2378.9833984375,2439.25,2338.11669921875,2369.683349609375,321561
2024-09-27,2293.3603515625,2332.683349609375,2417.9833984375,2323.449951171875,2390.783447265625,174510
2024-09-30,2286.65869140625,2325.86669921875,2341.666748046875,2273.36669921875,2319.683349609375,167241
2024-10-01,2234.781494140625,2273.10009765625,2321.316650390625,2266.666748046875,2301.683349609375,170208
2024-10-03,2161.66845703125,2198.7333984375,2262.4833984375,2190.38330078125,2247.083251953125,181140
2024-10-04,2171.89306640625,2209.13330078125,2296.783447265625,2137.166748046875,2196.666748046875,464007
2024-10-07,2099.697509765625,2135.699951171875,2219.0,2120.0,2207.14990234375,189594
2024-10-08,2256.1650390625,2294.85009765625,2311.199951171875,2087.550048828125,2095.0,336414
2024-10-09,2322.67431640625,2362.5,2410.333251953125,2305.333251953125,2305.60009765625,381372
2024-10-10,2259.1962890625,2297.933349609375,2378.61669921875,2283.333251953125,2368.0,184692
2024-10-11,2295.883544921875,2335.25,2360.0,2290.60009765625,2315.666748046875,164937
2024-10-14,2270.027099609375,2308.949951171875,2364.333251953125,2301.75,2337.050048828125,99135
2024-10-15,2296.916015625,2336.300048828125,2353.64990234375,2281.666748046875,2317.316650390625,134547
2024-10-16,2327.197021484375,2367.10009765625,2382.949951171875,2303.333251953125,2336.666748046875,121731
2024-10-17,2279.39990234375,2318.4833984375,2367.0,2304.0,2367.0,113550
2024-10-18,2214.1845703125,2252.14990234375,2305.916748046875,2236.666748046875,2293.333251953125,116580
2024-10-21,2185.0673828125,2222.533447265625,2270.35009765625,2209.86669921875,2252.0,90534
2024-10-22,2058.716796875,2094.0166015625,2213.333251953125,2073.083251953125,2212.316650390625,179517
2024-10-23,2241.057373046875,2279.4833984375,2306.666748046875,2029.699951171875,2086.333251953125,428037
2024-10-24,2124.440185546875,2160.86669921875,2316.666748046875,2131.85009765625,2279.4833984375,189270
2024-10-25,2064.8779296875,2100.283447265625,2223.333251953125,2086.7333984375,2144.10009765625,164709
2024-10-28,2053.620849609375,2088.833251953125,2183.333251953125,2061.11669921875,2100.2666015625,162561
2024-10-29,2084.58984375,2120.333251953125,2138.966552734375,2083.333251953125,2099.0,77337
2024-10-30,2081.90283203125,2117.60009765625,2139.9833984375,2097.0,2112.35009765625,68769
2024-10-31,2171.15576171875,2208.38330078125,2229.64990234375,2116.35009765625,2116.666748046875,113526
2024-11-01,2195.70166015625,2233.35009765625,2254.0,2227.816650390625,2232.716552734375,26577
2024-11-04,2241.3193359375,2279.75,2330.0,2189.716552734375,2240.666748046875,320217
2024-11-05,2242.826904296875,2281.283447265625,2306.666748046875,2238.699951171875,2290.2333984375,102630
2024-11-06,2329.015625,2368.949951171875,2386.14990234375,2283.583251953125,2299.63330078125,161643
2024-11-07,2276.385009765625,2315.416748046875,2412.933349609375,2287.13330078125,2376.666748046875,118329
2024-11-08,2194.292236328125,2231.916748046875,2333.300048828125,2167.0,2316.666748046875,77982
2024-11-11,2174.7607421875,2212.050048828125,2470.300048828125,2155.466552734375,2200.0,818838
2024-11-12,2157.572021484375,2194.566650390625,2260.0,2182.64990234375,2260.0,192369
2024-11-13,2065.40234375,2100.816650390625,2212.300048828125,2093.333251953125,2199.9833984375,154479
2024-11-14,2003.8411865234375,2038.199951171875,2107.716552734375,2030.3333740234375,2097.333251953125,197145
2024-11-18,1971.6270751953125,2005.433349609375,2033.0,1971.5333251953125,1988.3499755859375,135033
2024-11-19,1961.58251953125,1995.2166748046875,2060.966552734375,1985.0,2010.066650390625,125688
2024-11-21,1918.06201171875,1950.949951171875,2043.300048828125,1933.3333740234375,2011.4166259765625,121029
2024-11-22,1843.7855224609375,1875.4000244140625,1984.5833740234375,1867.183349609375,1956.3333740234375,212133
2024-11-25,1887.273193359375,1919.63330078125,1948.3333740234375,1889.933349609375,1923.3333740234375,169662
2024-11-26,1891.4354248046875,1923.86669921875,1946.6666259765625,1914.2332763671875,1935.1666259765625,62295
2024-11-27,1907.54248046875,1940.25,1953.61669921875,1913.3333740234375,1933.3499755859375,64035
2024-11-28,1925.2225341796875,1958.2332763671875,1994.949951171875,1947.5,1956.0,96018
2024-11-29,1870.314697265625,1891.050048828125,1967.0,1871.6666259765625,1958.3333740234375,126723
2024-12-02,1898.0076904296875,1919.050048828125,1938.3333740234375,1877.6666259765625,1891.0,164826
2024-12-03,1879.5950927734375,1900.433349609375,1911.316650390625,1859.5833740234375,1903.3333740234375,258117
2024-12-04,1854.506591796875,1875.066650390625,1918.3333740234375,1870.6666259765625,1900.6500244140625,109164
2024-12-05,1851.8197021484375,1872.3499755859375,1889.3333740234375,1860.0833740234375,1874.0167236328125,107370
2024-12-06,1844.3690185546875,1864.816650390625,1888.3333740234375,1856.6666259765625,1880.0833740234375,72852
2024-12-09,1871.8311767578125,1892.5833740234375,1896.3333740234375,1858.3333740234375,1865.0167236328125,92646
2024-12-10,1912.3487548828125,1933.550048828125,1941.6666259765625,1870.0,1898.0,156003
2024-12-11,1974.26220703125,1996.1500244140625,2041.6666259765625,1940.0,1940.0,307119
2024-12-12,1972.927001953125,1994.800048828125,2013.449951171875,1984.0999755859375,2011.2667236328125,90027
2024-12-13,1995.031982421875,2017.1500244140625,2029.949951171875,1957.6666259765625,1990.0167236328125,154320
2024-12-16,1979.0589599609375,2001.0,2061.183349609375,1996.2833251953125,2038.6666259765625,117069
2024-12-17,1942.6461181640625,1964.183349609375,2013.066650390625,1958.3333740234375,2013.066650390625,82980
2024-12-18,1868.254150390625,1888.9666748046875,1972.4666748046875,1881.13330078125,1967.3333740234375,90948
2024-12-19,1839.5062255859375,1859.9000244140625,1876.63330078125,1834.0,1863.13330078125,138885
2024-12-20,1755.1085205078125,1774.566650390625,1916.566650390625,1750.6666259765625,1873.2332763671875,271521
2024-12-23,1692.1893310546875,1710.949951171875,1833.3333740234375,1706.6666259765625,1806.4166259765625,148833
2024-12-24,1668.881103515625,1687.38330078125,1736.5333251953125,1666.6666259765625,1720.6666259765625,126345
2024-12-26,1816.8572998046875,1837.0,1888.3333740234375,1674.050048828125,1699.3333740234375,1312026
2024-12-27,1735.822265625,1755.066650390625,1860.0,1747.11669921875,1827.816650390625,241647
2024-12-30,1588.9505615234375,1606.566650390625,1773.3333740234375,1570.7833251953125,1755.050048828125,713409
2024-12-31,1723.45947265625,1742.566650390625,1765.0,1617.050048828125,1617.2166748046875,1038354
2025-01-01,1659.996337890625,1678.4000244140625,1739.5333251953125,1637.7833251953125,1733.449951171875,627900
2025-01-02,1703.2008056640625,1722.0833740234375,1753.0,1668.7667236328125,1668.7667236328125,446181
2025-01-03,1683.3045654296875,1701.9666748046875,1731.36669921875,1685.3333740234375,1717.0333251953125,194460
2025-01-06,1620.517333984375,1638.4832763671875,1719.1500244140625,1630.0999755859375,1719.1500244140625,143088
2025-01-07,1640.842041015625,1659.0333251953125,1683.3333740234375,1626.8499755859375,1656.4832763671875,134958
2025-01-08,1605.3192138671875,1623.11669921875,1671.6666259765625,1613.449951171875,1671.6666259765625,83952
2025-01-09,1556.3125,1573.566650390625,1626.88330078125,1570.0,1623.11669921875,96639
2025-01-10,1575.087646484375,1592.550048828125,1631.300048828125,1547.4166259765625,1584.7166748046875,173622
2025-01-13,1448.046142578125,1464.0999755859375,1579.800048828125,1450.0,1579.800048828125,268515
2025-01-14,1489.1405029296875,1505.6500244140625,1520.566650390625,1464.566650390625,1471.4832763671875,114690
2025-01-15,1473.1676025390625,1489.5,1528.0999755859375,1483.8333740234375,1505.6666259765625,114429
2025-01-16,1444.73291015625,1460.75,1519.9832763671875,1456.6666259765625,1508.3333740234375,123501
2025-01-17,1445.2440185546875,1461.2667236328125,1475.066650390625,1446.0,1458.3333740234375,107805
2025-01-20,1466.1619873046875,1482.4166259765625,1493.316650390625,1437.7833251953125,1461.6666259765625,104049
2025-01-21,1407.545166015625,1423.1500244140625,1503.2332763671875,1393.300048828125,1496.066650390625,121101
2025-01-22,1395.973388671875,1411.449951171875,1421.13330078125,1380.4666748046875,1413.3333740234375,175851
2025-01-23,1428.31494140625,1444.1500244140625,1487.5,1411.6666259765625,1411.6666259765625,105054
2025-01-24,1432.8974609375,1448.7833251953125,1513.3333740234375,1428.800048828125,1435.0,209607
2025-01-27,1432.716064453125,1448.5999755859375,1461.6666259765625,1412.066650390625,1448.6666259765625,109704
2025-01-28,1439.425048828125,1455.38330078125,1480.9832763671875,1370.816650390625,1460.3499755859375,191046
2025-01-29,1482.6788330078125,1499.11669921875,1503.3333740234375,1454.0999755859375,1456.6666259765625,101811
2025-01-30,1481.838134765625,1498.2667236328125,1527.1500244140625,1482.050048828125,1499.9832763671875,68778
2025-01-31,1489.2889404296875,1505.800048828125,1522.6666259765625,1467.0,1498.2667236328125,93468
2025-02-01,1643.3145751953125,1661.5333251953125,1738.3333740234375,1483.3333740234375,1505.800048828125,1464687
2025-02-03,1592.610107421875,1610.2667236328125,1753.6666259765625,1593.3333740234375,1628.300048828125,1036302
2025-02-04,1557.515869140625,1574.7833251953125,1650.0,1560.3333740234375,1650.0,240492
2025-02-05,1536.54833984375,1553.5833740234375,1583.316650390625,1531.3333740234375,1575.0,280128
2025-02-06,1516.339111328125,1533.1500244140625,1584.0,1507.449951171875,1557.0,217074
2025-02-07,1803.48876953125,1823.4832763671875,1839.7667236328125,1545.0,1575.0999755859375,5874288
2025-02-10,1839.918212890625,1860.316650390625,1896.2833251953125,1723.88330078125,1806.6666259765625,2790456
2025-02-11,1689.9146728515625,1708.6500244140625,1836.1500244140625,1650.86669921875,1813.5,1577880
2025-02-12,1801.03271484375,1821.0,1861.949951171875,1611.8499755859375,1695.050048828125,3401946
2025-02-13,1648.259765625,1666.5333251953125,1818.0,1639.6666259765625,1818.0,1852623
2025-02-14,1977.9051513671875,1999.8333740234375,1999.8333740234375,1756.0,1833.316650390625,8865837
2025-02-17,2320.276123046875,2346.0,2389.63330078125,1851.75,1950.0,9178827
2025-02-18,2255.9228515625,2280.933349609375,2580.60009765625,2177.550048828125,2280.466552734375,9313689
2025-02-19,2162.44287109375,2186.416748046875,2375.0,2150.0166015625,2280.0,3059466
2025-02-20,1967.058837890625,1988.86669921875,2192.666748046875,1967.7833251953125,2150.0,2047962
2025-02-21,1907.63427734375,1928.7833251953125,2098.25,1885.7667236328125,1996.3333740234375,4392390
2025-02-24,1841.6162109375,1862.0333251953125,1981.5999755859375,1797.2667236328125,1926.6666259765625,4164708
2025-02-25,1863.4078369140625,1884.066650390625,1955.13330078125,1862.0,1873.3499755859375,1428822
2025-02-27,1770.2738037109375,1789.9000244140625,1920.0,1789.86669921875,1908.3333740234375,480930
2025-02-28,1710.832763671875,1729.800048828125,1786.6666259765625,1705.5167236328125,1766.6666259765625,429507
2025-03-03,1681.31005859375,1699.949951171875,1771.4832763671875,1650.800048828125,1733.3333740234375,452415
2025-03-04,1689.9310302734375,1708.6666259765625,1763.566650390625,1659.4166259765625,1666.6666259765625,524265
2025-03-05,1701.337890625,1720.199951171875,1731.63330078125,1686.7667236328125,1731.63330078125,271368
2025-03-06,1786.39501953125,1806.199951171875,1806.199951171875,1727.066650390625,1748.6500244140625,421338
2025-03-07,1755.982177734375,1775.449951171875,1846.0833740234375,1767.9166259765625,1826.6666259765625,347748
2025-03-10,1684.3594970703125,1703.0333251953125,1795.6666259765625,1691.3333740234375,1781.6666259765625,200337
2025-03-11,1723.0308837890625,1742.13330078125,1763.6500244140625,1666.6666259765625,1671.61669921875,265965
2025-03-12,1792.2799072265625,1812.1500244140625,1826.316650390625,1743.0167236328125,1758.3333740234375,368076
2025-03-13,1881.8863525390625,1902.75,1902.75,1798.5333251953125,1828.3333740234375,425487
2025-03-17,1961.3388671875,1983.0833740234375,1997.4166259765625,1858.449951171875,1893.3333740234375,618660
2025-03-18,1961.3388671875,1983.0833740234375,1983.0833740234375,1983.0833740234375,1983.0833740234375,0
2025-03-19,2007.2630615234375,2029.5167236328125,2083.316650390625,1987.2667236328125,2074.666748046875,543621
2025-03-20,2022.7744140625,2045.199951171875,2076.63330078125,2016.683349609375,2033.3333740234375,219465
2025-03-21,2063.423828125,2086.300048828125,2098.333251953125,2026.683349609375,2051.666748046875,428205
2025-03-24,2081.60546875,2104.683349609375,2133.333251953125,2077.61669921875,2100.5,168981
2025-03-25,2054.09375,2076.86669921875,2138.316650390625,2066.666748046875,2100.0,162342
2025-03-26,2029.8790283203125,2052.38330078125,2106.0,2047.066650390625,2073.333251953125,100776
2025-03-27,2131.370361328125,2155.0,2155.0,2027.0,2033.3333740234375,247704
2025-03-28,2231.658447265625,2256.39990234375,2262.75,2155.0,2155.0,305976
2025-04-01,2343.238037109375,2369.216552734375,2369.216552734375,2258.2333984375,2258.2333984375,435408
2025-04-02,2364.94775390625,2391.166748046875,2406.666748046875,2250.7666015625,2399.916748046875,413727
2025-04-03,2317.95166015625,2343.64990234375,2433.14990234375,2325.35009765625,2360.0,166689
2025-04-04,2202.053466796875,2226.466552734375,2333.283447265625,2226.466552734375,2304.14990234375,164238
2025-04-07,2091.957275390625,2115.14990234375,2180.0,2115.14990234375,2115.14990234375,110442
2025-04-08,2196.547607421875,2220.89990234375,2220.89990234375,2149.64990234375,2150.11669921875,223161
2025-04-09,2281.885009765625,2307.183349609375,2331.933349609375,2271.933349609375,2293.333251953125,329130
2025-04-11,2319.979248046875,2345.699951171875,2400.0,2320.333251953125,2396.0,144489
2025-04-15,2410.60791015625,2437.333251953125,2461.166748046875,2359.166748046875,2416.5,240675
2025-04-16,2421.322509765625,2448.166748046875,2466.666748046875,2413.5,2461.0,147249
2025-04-17,2516.27001953125,2544.166748046875,2570.0,2424.666748046875,2448.166748046875,332550
2025-04-21,2493.851806640625,2521.5,2564.0,2440.0,2561.5,254343
2025-04-22,2487.258056640625,2514.833251953125,2593.333251953125,2490.5,2528.333251953125,245952
2025-04-23,2611.546875,2640.5,2640.5,2522.5,2533.0,381081
2025-04-24,2711.6044921875,2741.666748046875,2772.5,2650.333251953125,2683.333251953125,511923
2025-04-25,2644.18505859375,2673.5,2746.333251953125,2613.666748046875,2741.666748046875,274842
2025-04-28,2678.96630859375,2708.666748046875,2746.666748046875,2650.166748046875,2665.666748046875,158535
2025-04-29,2703.03271484375,2733.0,2766.333251953125,2703.333251953125,2726.0,126756
2025-04-30,2675.669189453125,2705.333251953125,2798.333251953125,2675.166748046875,2733.0,209730
2025-05-02,2767.649658203125,2798.333251953125,2809.333251953125,2717.5,2733.333251953125,221979
2025-05-05,2903.312255859375,2935.5,2935.5,2786.166748046875,2817.0,297498
2025-05-06,2853.036376953125,2884.666748046875,2996.333251953125,2850.0,2996.0,257244
